iter	Passed	Remaining
947	3754	205
948	3756	201
949	3758	197
950	3760	193
951	3762	189
952	3764	185
953	3766	181
954	3768	177
955	3770	173
956	3772	169
957	3775	165
958	3777	161
959	3778	157
960	3780	153
961	3783	149
962	3784	145
963	3786	141
964	3788	137
965	3791	133
966	3793	129
967	3795	125
968	3797	121
969	3799	117
970	3801	113
971	3803	109
972	3806	105
973	3808	101
974	3810	97
975	3811	93
976	3813	89
977	3815	85
978	3817	81
979	3819	77
980	3821	74
981	3823	70
982	3825	66
983	3826	62
984	3828	58
985	3830	54
986	3832	50
987	3834	46
988	3836	42
989	3839	38
990	3841	34
991	3843	30
992	3845	27
993	3847	23
994	3850	19
995	3852	15
996	3854	11
997	3856	7
998	3859	3
999	3861	0
8	3916	3
999	3918	0
92	30
993	4295	25
994	4297	21
995	4299	17
996	4302	12
997	4304	8
998	4306	4
999	4309	0
0
95	8470	34
996	8474	25
997	8476	16
998	8480	8
999	8483	0
	8701	8
999	8705	0
	0
92	10217	72
993	10226	61
994	10235	51
995	10245	41
996	10253	30
997	10258	20
998	10266	10
999	10277	0
0543	63
994	10550	53
995	10556	42
996	10572	31
997	10587	21
998	10601	10
999	10617	0
