iter	Passed	Remaining
882	2583	342
883	2584	339
884	2585	335
885	2586	332
886	2588	329
887	2589	326
888	2590	323
889	2591	320
890	2592	317
891	2593	314
892	2594	310
893	2596	307
894	2597	304
895	2598	301
896	2599	298
897	2600	295
898	2601	292
899	2603	289
900	2604	286
901	2605	283
902	2606	279
903	2607	276
904	2608	273
905	2610	270
906	2611	267
907	2613	264
908	2614	261
909	2615	258
910	2616	255
911	2618	252
912	2619	249
913	2620	246
914	2621	243
915	2622	240
916	2624	237
917	2625	234
918	2626	231
919	2627	228
920	2628	225
921	2629	222
922	2631	219
923	2632	216
924	2633	213
925	2634	210
926	2635	207
927	2636	204
928	2638	201
929	2639	198
930	2640	195
931	2641	192
932	2643	189
933	2644	186
934	2645	183
935	2646	180
936	2647	178
937	2648	175
938	2649	172
939	2651	169
940	2652	166
941	2653	163
942	2654	160
943	2655	157
944	2656	154
945	2658	151
946	2659	148
947	2660	145
948	2661	143
949	2662	140
950	2663	137
951	2665	134
952	2666	131
953	2667	128
954	2668	125
955	2670	122
956	2671	120
957	2672	117
958	2673	114
959	2674	111
960	2676	108
961	2677	105
962	2678	102
963	2679	100
964	2680	97
965	2682	94
966	2683	91
967	2684	88
968	2685	85
969	2686	83
970	2687	80
971	2688	77
972	2690	74
973	2691	71
974	2692	69
975	2693	66
976	2694	63
977	2696	60
978	2697	57
979	2698	55
980	2699	52
981	2700	49
982	2701	46
983	2703	43
984	2704	41
985	2705	38
986	2706	35
987	2707	32
988	2708	30
989	2709	27
990	2710	24
991	2711	21
992	2712	19
993	2713	16
994	2714	13
995	2715	10
996	2716	8
997	2717	5
998	2718	2
999	2719	0
82	5
998	2783	2
999	2784	0
	3524	14
996	3526	10
997	3527	7
998	3529	3
999	3531	0
646	32
993	4650	28
994	4655	23
995	4658	18
996	4661	14
997	4664	9
998	4668	4
999	4671	0
