iter	RMSE
0	0.1048098365
1	0.104213398
2	0.1034041683
3	0.1028577908
4	0.1023586275
5	0.1019153139
6	0.101346606
7	0.1007468585
8	0.1002174495
9	0.09966652691
10	0.0991191741
11	0.09841207654
12	0.09793549435
13	0.09734247165
14	0.09682728643
15	0.09624646891
16	0.09566414367
17	0.09526684295
18	0.09469485151
19	0.09420104794
20	0.09380266295
21	0.09346718543
22	0.09306733653
23	0.09264463779
24	0.09207328149
25	0.09168403644
26	0.09125127427
27	0.09089400329
28	0.09034803356
29	0.09005980313
30	0.08976196301
31	0.0893450247
32	0.08911483044
33	0.08869984459
34	0.08831595666
35	0.08792708364
36	0.0875608714
37	0.08729071029
38	0.08687247579
39	0.08659443267
40	0.08622617733
41	0.0860303531
42	0.08563806
43	0.08538772857
44	0.08503813563
45	0.08470956116
46	0.08446165261
47	0.08408899254
48	0.08379141183
49	0.08350392231
50	0.08324151878
51	0.0829017554
52	0.08251727059
53	0.0822246925
54	0.08183195454
55	0.08150990465
56	0.08125536768
57	0.08086254332
58	0.08061894577
59	0.08038287061
60	0.0801041646
61	0.07980711498
62	0.07946149473
63	0.07918510134
64	0.07898808616
65	0.07879727695
66	0.07868336769
67	0.0783125188
68	0.07800130589
69	0.07768784127
70	0.07739301234
71	0.07708871165
72	0.07682732711
73	0.07647641496
74	0.07624464713
75	0.07598387365
76	0.07576865904
77	0.07553632396
78	0.07541174116
79	0.07521426138
80	0.07495412051
81	0.07466272293
82	0.07443203073
83	0.07426643401
84	0.07396024329
85	0.07373609855
86	0.07359519881
87	0.07334408472
88	0.07307851658
89	0.07293121627
90	0.07281047564
91	0.07256609295
92	0.0723210215
93	0.07219064241
94	0.07192096293
95	0.07165107378
96	0.07149009197
97	0.07131051792
98	0.07110554948
99	0.07097422004
100	0.07075059441
101	0.07054719034
102	0.07041490626
103	0.07017141914
104	0.06994733311
105	0.06978785347
106	0.06968570047
107	0.06946548661
108	0.06932003365
109	0.06906745247
110	0.06889827131
111	0.06884938859
112	0.06854126351
113	0.06837300447
114	0.06819172941
115	0.06799967903
116	0.06779946336
117	0.06743667416
118	0.0673590471
119	0.06715281161
120	0.06700901038
121	0.06685644748
122	0.06671238687
123	0.06658054519
124	0.06647979258
125	0.06636316242
126	0.06609838062
127	0.06596841569
128	0.06575840299
129	0.06568453283
130	0.06557040086
131	0.06541162046
132	0.06532927602
133	0.06512429606
134	0.06491057668
135	0.06473065853
136	0.06452632845
137	0.06443769329
138	0.06424620575
139	0.06413696354
140	0.06391781588
141	0.06381203504
142	0.06357227281
143	0.063303263
144	0.06311778271
145	0.06299074372
146	0.06279836548
147	0.06268265165
148	0.06252558925
149	0.06230958107
150	0.06209981722
151	0.06187376663
152	0.06168250666
153	0.06145855879
154	0.0612342274
155	0.06098720549
156	0.06089824298
157	0.0608144709
158	0.06060357011
159	0.06038135327
160	0.06018403352
161	0.06000999654
162	0.05980216706
163	0.05970830999
164	0.05954958569
165	0.05932767108
166	0.05909314808
167	0.05890476636
168	0.05870642394
169	0.0586647063
170	0.05856740998
171	0.05845018177
172	0.05829934784
173	0.05814576265
174	0.05803291118
175	0.05784950849
176	0.05765260821
177	0.05750658138
178	0.05737516846
179	0.05727893945
180	0.05701236672
181	0.05691917882
182	0.05670998392
183	0.05655821207
184	0.05640632036
185	0.05626090309
186	0.05620549691
187	0.0560779141
188	0.05599539819
189	0.05578745429
190	0.05560599318
191	0.05553795954
192	0.05532759432
193	0.05524676747
194	0.05508217604
195	0.05503320702
196	0.05491140498
197	0.05473390614
198	0.05459744955
199	0.0545148139
200	0.05439853525
201	0.05430556338
202	0.05424128774
203	0.05399543738
204	0.05389819014
205	0.05374346552
206	0.05358194219
207	0.05340769712
208	0.05334609721
209	0.05323207732
210	0.0530822606
211	0.05296096572
212	0.0528774497
213	0.05279349228
214	0.05265514535
215	0.05259517366
216	0.0524571125
217	0.05239498915
218	0.05231834135
219	0.0522081191
220	0.05215265067
221	0.05201001317
222	0.05194414768
223	0.05185890752
224	0.05155008359
225	0.05127969469
226	0.05115585555
227	0.05111392668
228	0.05106294655
229	0.05089690952
230	0.05067340697
231	0.05049899348
232	0.05039639492
233	0.05029329129
234	0.05011599445
235	0.04995946934
236	0.04980191153
237	0.04970924245
238	0.04950916371
239	0.04945986997
240	0.04917307689
241	0.04907607914
242	0.04895841309
243	0.04885638335
244	0.04874216372
245	0.04864739576
246	0.04853850243
247	0.04848341689
248	0.04837023243
249	0.04821442083
250	0.04816366915
251	0.04800305498
252	0.04795348686
253	0.04789570671
254	0.04779184912
255	0.04768597723
256	0.0475336469
257	0.04734203326
258	0.04730576824
259	0.04724104452
260	0.04719834914
261	0.04694683088
262	0.04685920317
263	0.04670548573
264	0.04648596258
265	0.0463895181
266	0.04635316137
267	0.04630891544
268	0.04616564893
269	0.04604978334
270	0.04594520993
271	0.04580271723
272	0.04572556053
273	0.04561708419
274	0.04536070623
275	0.04532721811
276	0.04513977947
277	0.04493125339
278	0.04489496644
279	0.04483395126
280	0.0447118667
281	0.04446629027
282	0.04433190745
283	0.04410983576
284	0.04391420358
285	0.04374105925
286	0.0436395856
287	0.0436120477
288	0.04357826699
289	0.04350436028
290	0.04346976444
291	0.04330293795
292	0.04324490167
293	0.04316309948
294	0.04313205998
295	0.04310501444
296	0.04307680635
297	0.04289423553
298	0.04272109472
299	0.04252513549
300	0.04243752604
301	0.04227988438
302	0.04224680394
303	0.04205696329
304	0.04190591951
305	0.04178050234
306	0.04169343353
307	0.04155414167
308	0.04141380664
309	0.04127472079
310	0.04112524227
311	0.04105551718
312	0.04097106514
313	0.04080749057
314	0.04069939165
315	0.04056040799
316	0.04045077791
317	0.0404010318
318	0.04023831916
319	0.04014475656
320	0.03994260257
321	0.03989005143
322	0.03980067335
323	0.03978285538
324	0.0396990427
325	0.0396504202
326	0.03948366966
327	0.03936311961
328	0.03929026384
329	0.03914992346
330	0.03898270748
331	0.03893217069
332	0.03890537156
333	0.0387238454
334	0.03866907846
335	0.03849304341
336	0.03834127824
337	0.03831381147
338	0.03827025045
339	0.0382053139
340	0.03816433098
341	0.03810248279
342	0.03805287089
343	0.03799131067
344	0.03785643161
345	0.03776582203
346	0.03760093768
347	0.03754219279
348	0.0375169476
349	0.03739747873
350	0.03730037577
351	0.0371701943
352	0.0371462554
353	0.03705169934
354	0.03702755522
355	0.03684062231
356	0.03682228193
357	0.03669901935
358	0.03668834004
359	0.0365938127
360	0.036481391
361	0.0364031417
362	0.03631500598
363	0.03626364856
364	0.03619286818
365	0.03606423313
366	0.03587631053
367	0.03578083701
368	0.03565231256
369	0.03561315461
370	0.03549747879
371	0.03541880458
372	0.03528373249
373	0.03521055907
374	0.03512202414
375	0.03505192364
376	0.03495283327
377	0.03483827524
378	0.03474911389
379	0.03466894309
380	0.03465361435
381	0.03449675197
382	0.03436079677
383	0.03428893864
384	0.0341589341
385	0.03406018327
386	0.03399356597
387	0.03389110753
388	0.033827806
389	0.03371953654
390	0.03366868548
391	0.03358424586
392	0.03350853214
393	0.03346792821
394	0.03344149169
395	0.03342938043
396	0.0333557168
397	0.03326779939
398	0.03312144484
399	0.03310206877
400	0.03298765248
401	0.03289229374
402	0.03286792082
403	0.03283644948
404	0.03282520735
405	0.0326977283
406	0.03262669009
407	0.03258518262
408	0.03257366029
409	0.03249764049
410	0.03241370566
411	0.03226673474
412	0.03224401196
413	0.03217074078
414	0.03207130867
415	0.03198345003
416	0.03182180064
417	0.0316425761
418	0.03156239433
419	0.03146480707
420	0.03137905775
421	0.03136264647
422	0.03128335468
423	0.03116470969
424	0.03100384159
425	0.03098181771
426	0.03092897919
427	0.03087081952
428	0.03085070717
429	0.03071860579
430	0.03059558409
431	0.03053828858
432	0.03038685277
433	0.03024633988
434	0.03017282668
435	0.03008545267
436	0.0300017751
437	0.02998805211
438	0.02984444105
439	0.02977130308
440	0.02976002237
441	0.02965941833
442	0.02951355817
443	0.02945664942
444	0.02944727853
445	0.0294400316
446	0.0293066392
447	0.02922243305
448	0.02921170275
449	0.02907668939
450	0.02906669337
451	0.02897340624
452	0.02893164739
453	0.02881985495
454	0.02872165899
455	0.02870588376
456	0.02857101123
457	0.02855309356
458	0.02842422098
459	0.02834206777
460	0.02820847212
461	0.02814487018
462	0.02804377466
463	0.02795413745
464	0.0278954815
465	0.02777732463
466	0.02767705389
467	0.02766894583
468	0.02765764243
469	0.02753938665
470	0.02749947979
471	0.0274149505
472	0.02737518807
473	0.02729695485
474	0.02721463193
475	0.02720773476
476	0.02719471304
477	0.02717227246
478	0.0270927474
479	0.02707661966
480	0.02696025132
481	0.02685497572
482	0.02684558585
483	0.02683722203
484	0.0267854413
485	0.02673595594
486	0.02665072973
487	0.02654236204
488	0.02646438626
489	0.02644641891
490	0.02634002369
491	0.02623245482
492	0.02615567606
493	0.02609408338
494	0.02600091778
495	0.02593870056
496	0.02584906058
497	0.02576760563
498	0.02576136684
499	0.02573437403
500	0.02564296688
501	0.02557292749
502	0.02551972759
503	0.02545127083
504	0.02536877116
505	0.02532128454
506	0.02522863464
507	0.02521988939
508	0.02510335755
509	0.02501374459
510	0.02489018045
511	0.02477238843
512	0.02476374652
513	0.02468378227
514	0.02458426703
515	0.02455420924
516	0.02449585949
517	0.02443435193
518	0.02436690343
519	0.02426819716
520	0.02422258965
521	0.02415770281
522	0.02411395597
523	0.02402269779
524	0.02392844476
525	0.02384256295
526	0.02379637561
527	0.02368950404
528	0.02364539146
529	0.02360376806
530	0.02359790878
531	0.02355535218
532	0.02349251706
533	0.02344910307
534	0.02336000639
535	0.02328380316
536	0.02320757287
537	0.02318912405
538	0.0231396179
539	0.02312704188
540	0.02303248333
541	0.02298864416
542	0.02290824587
543	0.02281909544
544	0.02272980524
545	0.02265162064
546	0.02257537995
547	0.02254677554
548	0.02245393958
549	0.0223764906
550	0.02229600308
551	0.0222642442
552	0.02217586296
553	0.02216989677
554	0.02211076469
555	0.02200130849
556	0.02187647517
557	0.02179340194
558	0.02167362057
559	0.02159257114
560	0.02148692721
561	0.02141600926
562	0.02136708147
563	0.02129069281
564	0.02125710579
565	0.02119975099
566	0.02111784061
567	0.02107562106
568	0.02102931711
569	0.02096269848
570	0.02090322882
571	0.02081980286
572	0.0207303776
573	0.0206718937
574	0.02061623946
575	0.02056647692
576	0.02055370286
577	0.02046015696
578	0.02041267282
579	0.02040177956
580	0.02031897593
581	0.02028756744
582	0.02022891888
583	0.02016477344
584	0.02008498636
585	0.02000865973
586	0.01996776982
587	0.01996133203
588	0.01988876521
589	0.01987862787
590	0.01985309998
591	0.01981158792
592	0.01975472613
593	0.01966968229
594	0.01961974858
595	0.01957124835
596	0.01952206936
597	0.01946218827
598	0.01944143455
599	0.01937700727
600	0.01926084483
601	0.01921288909
602	0.01914868347
603	0.01913421053
604	0.01911093923
605	0.01905814239
606	0.01901164031
607	0.01895004703
608	0.01890024446
609	0.0187865551
610	0.01871713324
611	0.01871094292
612	0.01862571916
613	0.01854630927
614	0.0184789195
615	0.01842227834
616	0.01840616858
617	0.0184013506
618	0.01833921036
619	0.01833185919
620	0.01828165083
621	0.01821786712
622	0.01818431757
623	0.0181351447
624	0.01805999212
625	0.01801096356
626	0.01793348369
627	0.01787542595
628	0.01786198038
629	0.01781409243
630	0.01778802464
631	0.01772160521
632	0.01770570994
633	0.01764769006
634	0.01757267609
635	0.01750928138
636	0.01744700064
637	0.01741287162
638	0.01740696164
639	0.01733947512
640	0.01730719281
641	0.01725146098
642	0.01724671103
643	0.017192265
644	0.01718711137
645	0.01711119556
646	0.0170571321
647	0.01700295904
648	0.01691854171
649	0.01689934643
650	0.01684408393
651	0.0168116675
652	0.01678802424
653	0.01678446678
654	0.01674676871
655	0.0167407314
656	0.01673654479
657	0.01671194807
658	0.01668734022
659	0.01662698203
660	0.01658195141
661	0.0165331592
662	0.01649746086
663	0.01646621715
664	0.01645191326
665	0.0164177924
666	0.01635656557
667	0.01630169723
668	0.01629643394
669	0.01625484341
670	0.01617359243
671	0.01610171701
672	0.0160815991
673	0.01605567492
674	0.01600276882
675	0.01599155937
676	0.01594569303
677	0.01594129944
678	0.01588969854
679	0.01588247339
680	0.01582818488
681	0.01577719928
682	0.01571759541
683	0.01571341181
684	0.01569706437
685	0.01563644384
686	0.01559836474
687	0.01559425184
688	0.01555272953
689	0.0155030643
690	0.01545685203
691	0.01545204884
692	0.01537763748
693	0.01534592035
694	0.01532747114
695	0.01530293547
696	0.01525354717
697	0.0151930235
698	0.01517788466
699	0.01514309502
700	0.0150689685
701	0.01505777943
702	0.01503973071
703	0.01500209296
704	0.01494545047
705	0.01491128132
706	0.0148972181
707	0.01483382169
708	0.01481500565
709	0.01480972288
710	0.01479189202
711	0.01475099052
712	0.01473986237
713	0.01469354965
714	0.01463802379
715	0.01459879594
716	0.01456263284
717	0.01452583057
718	0.01452208802
719	0.01446215722
720	0.0144369407
721	0.01437782465
722	0.01437282335
723	0.01429977994
724	0.01428530924
725	0.01423172501
726	0.01419913647
727	0.01415917122
728	0.01415511199
729	0.01411309992
730	0.01404979237
731	0.0139828661
732	0.01396559087
733	0.01392343943
734	0.01390703675
735	0.01390374335
736	0.01389798212
737	0.01383770807
738	0.01380329469
739	0.01379763563
740	0.01379375695
741	0.01375641257
742	0.01372440989
743	0.01370382035
744	0.01364033521
745	0.01359948244
746	0.0135548515
747	0.01350500202
748	0.01346825811
749	0.01341930762
750	0.01338139321
751	0.01337824269
752	0.01335451615
753	0.01330613304
754	0.01326850376
755	0.01320243274
756	0.0131764159
757	0.01313078574
758	0.01309516581
759	0.01305476549
760	0.01298037929
761	0.01296111018
762	0.01292721984
763	0.01290567021
764	0.01286114745
765	0.01285763919
766	0.01281245544
767	0.01277420606
768	0.01277115994
769	0.01275495191
770	0.01270321054
771	0.01267571694
772	0.0126723662
773	0.0126416413
774	0.0126003994
775	0.01255524167
776	0.01252088507
777	0.01248066936
778	0.01242340391
779	0.01235482301
780	0.01234096922
781	0.01230782201
782	0.01229274443
783	0.01224126753
784	0.01221982115
785	0.01220970383
786	0.01215792117
787	0.01210675499
788	0.01205669387
789	0.01202325162
790	0.0119897364
791	0.01193146228
792	0.01189242462
793	0.01188943665
794	0.01183882204
795	0.0117988278
796	0.01178706761
797	0.01174904126
798	0.01169699697
799	0.01164978815
800	0.01164631833
801	0.01160190904
802	0.01156768847
803	0.01153967945
804	0.01152770535
805	0.01150243861
806	0.0114938672
807	0.01148028954
808	0.0114357048
809	0.01138325759
810	0.01137948522
811	0.01136778679
812	0.01135562727
813	0.01131280818
814	0.01129827096
815	0.01126653842
816	0.01121662633
817	0.01120471321
818	0.01116824916
819	0.01110873451
820	0.01106536292
821	0.01104288014
822	0.01103950879
823	0.0110202226
824	0.01100146815
825	0.01094743733
826	0.01093560051
827	0.01092673346
828	0.01090501917
829	0.01088495183
830	0.01086703287
831	0.01081141829
832	0.01079215129
833	0.01076330363
834	0.01073117582
835	0.01071017725
836	0.01066193702
837	0.01061609959
838	0.01061369758
839	0.01060173396
840	0.01059923311
841	0.01057845443
842	0.01055115011
843	0.01051231904
844	0.01050997793
845	0.01046318869
846	0.01043919887
847	0.01043640637
848	0.01043300791
849	0.01042929567
850	0.01040980425
851	0.01038436316
852	0.01035368739
853	0.01035058477
854	0.01034844358
855	0.01033927324
856	0.0103356505
857	0.01030108508
858	0.01029535712
859	0.01027794523
860	0.01025165724
861	0.01023927006
862	0.01023179526
863	0.01018283576
864	0.01013680023
865	0.01011060542
866	0.01008027202
867	0.01005752834
868	0.01002168834
869	0.01001928969
870	0.009971710977
871	0.009969490172
872	0.009924896438
873	0.009916907874
