1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
KINABALU,STAGES IVD-IVF (KINABALU MAIN),1P ,MALAYSIA,ASIA-PACIFIC,SABAH,5.4296,114.6992,OIL,2003.0,SECONDARY RECOVERY,DECLINE,15.00,0.0,33300.0,OFFSHORE,179.0,166.6387114245671,3689.0,GAS DRIVE,1181:ROLLOVER ANTICLINE,5071.0,5250.0,8.0,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,5350.0,,446.84,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,22.0,280.0,35.5,,0.6,0.0,650.0,,,,13000.0,,500.0,21.0,36.0,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,,
KINGFISH,LATROBE,1P ,AUSTRALIA,ASIA-PACIFIC,GIPPSLAND,-38.5981,148.2083,OIL,2001.0,PRIMARY RECOVERY,MATURE,54.00,160.0,272000.0,OFFSHORE,253.0,215.0,3303.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,7040.0,7293.0,2.0,270.0,PALEOGENE,24:COASTAL,LAYER-CAKE,SHALENONE,,0.75,36.58,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,21.0,3000.0,47.0,2.15,23.7,2.04,363.0,,1.27,853.0,11200.0,20.0,,,59.0,,,,DRILLING/ARTIFICIAL LIFT,INFILL WELL,,,GAS LIFT,,,7500.0
KINGFISHER,ZONE 2,2P ,UGANDA,AFRICA,ALBERT,1.189,30.724,OIL,2012.0,DEVELOPMENT PENDING,,,0.0,,ONSHORE-OFFSHORE,-2030.0,189.76271071476435,3445.0,AQUIFER DRIVE,1213:NORMAL-FAULT HANGING WALL,6950.0,4920.0,8.0,1350.0,NEOGENE,23:LACUSTRINE,LAYER-CAKE,SHALELATERAL SHALE-OUT,330.0,0.34,33.83,SANDSTONE,MEDIUM-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,23.0,1769.0,31.0,,0.0,0.0,235.0,,1.15,,30.0,,600.0,33.0,33.0,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SIDETRACKING,
KINSALE HEAD,GREENSAND (A SAND),1P ,IRELAND,EUROPE,CELTIC SEA NORTH,51.3276,-8.0968,GAS,2005.0,PRIMARY RECOVERY,MATURE,14.00,0.0,43675.0,OFFSHORE,300.0,85.0,1449.8030030397733,GAS DRIVE,113:INVERSION ANTICLINE,2375.0,2675.0,1.3,292.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,STRUCTURAL SADDLE/SHALENONE,150.0,0.65,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,420.0,0.0,,0.0,0.0,,,,,,28.0,425.0,,,65.0,,,,EXTENDED REACH WELL,,,,,,
KIRKUK,MAIN LIMESTONE,1P ,IRAQ,MIDDLE EAST,ZAGROS,35.5342,44.3478,OIL,1997.0,SECONDARY RECOVERY,DECLINE,,200.0,2755000.0,ONSHORE,-1100.0,112.0,1075.0,GAS DRIVE,1112:FORELAND ANTICLINE,1000.0,-100.0,,2500.0,PALEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE, NON-FRACTURED ZONE/SEALING FAULT,,,,CARBONATES,PACKSTONE/GRAINSTONE/RUDSTONE,ALGAE/CORAL,TYPE IV,MOLDIC,27.0,,36.7,5.0,0.0,0.12,213.0,,1.11,540.0,65000.0,10.0,38500.0,,41.8,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/ARTIFICIAL LIFT,INFILL WELL,,,GAS LIFT,,,1500.0
KITTY,MUDDY,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,POWDER RIVER,44.3344,-105.6783,OIL,2011.0,PRIMARY RECOVERY,SECONDARY MATURE,364.00,80.0,,ONSHORE,-4600.0,184.0,4397.0,GAS DRIVE,2242:VALLEY-FILL,8563.0,3963.0,1.0,700.0,CRETACEOUS,21:FLUVIAL,JIGSAW-PUZZLE,SHALELATERAL SHALE-OUT,80.0,0.6,3.66,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,10.0,22.0,40.0,,0.0,0.0,1050.0,,1.4,,3000.0,20.0,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,SELECTIVE PERFORATION/STEP-OUT DEVELOPMENT DRILLING,
KIZOMBA,MALEMBO,1P ,ANGOLA,AFRICA,LOWER CONGO,-6.1625,10.3083,OIL,2008.0,SECONDARY RECOVERY,DEVELOPING,,0.0,701093.74,OFFSHORE,3608.92,134.51407383693956,1499.1981936133072,AQUIFER DRIVE,111:COMPRESSIONAL ANTICLINE,2460.63,6069.55,37.5,2296.59,NEOGENE,25:DEEP MARINE,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/SHALE-FILLED CHANNEL,574.15,,,SANDSTONE,,SUBARKOSE,,PRIMARY INTERGRANULAR,25.0,7.6,31.14,12.0,0.0,0.0,623.22,,,,,,,,,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,,,GAS LIFT,GRAVEL PACK/PRE-PACKED SAND SCREEN,STEP-OUT DEVELOPMENT DRILLING,
KOKDUMALAK,KUGITANG,1P ,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,38.73,64.63,OIL,1998.0,SECONDARY RECOVERY,PEAK OR PLATEAU,114.00,20.0,80000.0,ONSHORE,-890.0,237.0,8322.0,GAS DRIVE,2121:ORGANIC BUILDUP,9272.0,8382.0,1.0,903.0,JURASSIC,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATENONE,1020.0,,,CARBONATES,GRAINSTONE/RUDSTONE,,,INTERPARTICLE,20.0,320.0,30.4,1.4,0.0,0.48000000000000004,940.0,153.0,,7760.0,,12.5,,,55.0,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,OTHER RESERVOIR MANAGEMENT,,,,,,,9180.0
KOROBKOV,BOBRIKOV B2,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,50.3333,44.6375,OIL,1995.0,PRIMARY RECOVERY,MATURE,,0.0,,ONSHORE,-196.85,145.0,2552.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,4855.64,4658.79,3.0,403.54,CARBONIFEROUS,24:COASTAL,LAYER-CAKE,SHALENONE,65.62,0.5,10.0,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,460.0,40.0,2.0,9.0,0.0,1300.0,,,,,10.0,616.0,,66.0,,,,,,,,,,,5446.0
KOROBKOV,MAIN CARBONATE COMPLEX,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,50.3333,44.6375,GAS,1995.0,PRIMARY RECOVERY,MATURE,192.00,370.0,,ONSHORE,-196.85,147.43434692624206,2104.8098802585937,AQUIFER DRIVE,1112:FORELAND ANTICLINE,3510.5,3313.65,3.0,754.59,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,393.7,,33.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,MOLDIC/VUGGY,5.4,200.0,0.0,,0.0,0.1,,,,,,10.0,300.0,,,92.0,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,PLUNGER LIFT,,WATER DRAINAGE ASSISTED GAS PRODUCTION/WATER PLUGGING,
KOROLEV,CARBONIFEROUS-LOWER PERMIAN CARBONATES,1P ,KAZAKHSTAN,FORMER SOVIET UNION,NORTH CASPIAN,46.2175,53.5381,OIL,2013.0,PRODUCING,,,0.0,,ONSHORE,48.88,221.0,12075.0,GAS DRIVE,2121:ORGANIC BUILDUP,12746.39,12795.28,30.0,2952.76,PERMIAN/CARBONIFEROUS,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE/NON-KARSTIC ZONE,,0.42,,CARBONATES,GRAINSTONE,ALGAE/BRACHIOPOD/BRYOZOAN/CORAL/CRINOID/FORAMINIFERA/SPONGE,,INTERPARTICLE/SHELTER,6.0,6.0,47.61,0.4,1.1,9.15,2711.8,,,,,22.5,747.86,,42.0,40.0,,,,,,,,,,14189.630000000001
KOTABATAK,BEKASAP (A SAND),1P ,INDONESIA,ASIA-PACIFIC,SUMATRA CENTRAL,0.687,101.13,OIL,2007.0,SECONDARY RECOVERY,SECONDARY DECLINE,300.00,120.0,34891.0,ONSHORE,-115.0,260.0,2060.0,GAS DRIVE,113:INVERSION ANTICLINE,4565.0,4450.0,2.0,620.0,NEOGENE,24:COASTAL,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/SEALING FAULT,350.0,0.6,30.48,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,16.0,400.0,29.0,,0.0,0.0,44.0,,,,2000.0,,835.0,,47.5,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP,,,4650.0
KOVYKTA,PARFENOV,3P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,55.4167,106.0,GAS,2011.0,DEVELOPMENT PENDING,,,0.0,40325.0,ONSHORE,-4920.0,127.0,3727.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,11842.0,6922.0,0.1,587.0,PROTEROZOIC,24:COASTAL,LAYER-CAKE,SHALELATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,190.0,0.35,16.46,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,,,PRIMARY INTERGRANULAR,16.0,5.0,71.0,,0.01,2.0,,10.0,,,380000.0,25.0,11774.0,,,75.0,,,,,,,,,,8038.715
KOZHASAY,KT-II,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.2356,57.2142,OIL,2005.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-510.0,169.0,5027.0,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,10170.0,9660.0,16.0,1624.0,CARBONIFEROUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATELATERAL FACIES CHANGE,1640.0,,61.88,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,ALGAE/FORAMINIFERA,TYPE IV,MOLDIC/VUGGY,10.0,3.0,32.0,0.48,9.0,4.3,1180.0,82.0,,3569.0,70000.0,12.0,467.0,,17.0,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,COILED TUBING TREATMENT/RE-COMPLETION,10170.0
KRAKA,CHALK GROUP,1P ,DENMARK,EUROPE,NORTH SEA CENTRAL,55.4047,5.0617,OIL,2012.0,PRIMARY RECOVERY,DECLINE,7.00,96.0,8500.0,OFFSHORE,150.0,174.07186500161828,3640.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,5675.0,5825.0,4.0,250.0,PALEOGENE/CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,260.0,,,CARBONATES,WACKESTONE,COCCOLITH,TYPE III,MICROPOROSITY,28.0,2.0,31.5,,0.0,0.0,600.0,,,3640.0,,45.0,350.0,11.0,11.0,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,GAS LIFT,SLOTTED LINER,SIDETRACKING,
KRECHBA,C10.2,1P ,ALGERIA,AFRICA,TIMIMOUN,29.0,2.25,GAS,2008.0,PRIMARY RECOVERY,PEAK OR PLATEAU,,3950.0,,ONSHORE,-1509.19,174.08232556542703,3353.880018158877,GAS DRIVE,113:INVERSION ANTICLINE,5675.85,4166.67,1.5,197.0,CARBONIFEROUS,24:COASTAL,LAYER-CAKE, LATERAL FACIES CHANGE/LATERAL SHALE-OUT,66.0,1.0,20.12,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,TYPE IV,PRIMARY INTERGRANULAR,15.0,10.0,0.0,,0.0,0.0,,,,,,,167.0,,,97.0,,,SAND CONTROL,HORIZONTAL WELL,,,,SLOTTED LINER,,
KRISNA,BATURAJA (LOWER),1P ,INDONESIA,ASIA-PACIFIC,SUNDA,-5.1927,106.1711,OIL,1991.0,SECONDARY RECOVERY,MATURE,38.00,190.0,43720.0,OFFSHORE,90.0,211.0,2026.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,4360.0,4450.0,0.0,500.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,SHALELATERAL FACIES CHANGE,120.0,,9.14,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL,TYPE IV,MOLDIC/VUGGY,22.7,98.6,36.0,2.22,18.3,1.16,144.0,,1.15,970.0,23100.0,40.0,120.0,32.0,44.0,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/SCALE INHIBITOR TREATMENT,,ESP,,PUMP SIZE OPTIMIZATION,4700.0
KRISTIN,GARN,1P ,NORWAY,EUROPE,MID-NORWAY SHELF,64.9667,6.4,GAS-CONDENSATE,2012.0,PRIMARY RECOVERY,DECLINE,16.00,520.0,149100.0,OFFSHORE,1150.0,274.99784593770534,8084.091065473635,GAS DRIVE,1212:HORST BLOCK,13876.0,15026.0,7.0,509.0,JURASSIC,24:COASTAL,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,361.0,0.95,,SANDSTONE,MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,13.0,10.0,46.3,,0.0,0.0,,178.0,,,90000.0,,1218.0,,,28.7,,,DRILLING/STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,SCALE INHIBITOR TREATMENT,,,SAND SCREEN,ACID WASH/SAND CLEANING,
KRISTIN,ILE,1P ,NORWAY,EUROPE,MID-NORWAY SHELF,64.9667,6.4,GAS-CONDENSATE,2010.0,PRIMARY RECOVERY,DECLINE,17.00,520.0,149100.0,OFFSHORE,1150.0,279.03439291332256,13200.0,GAS DRIVE,1212:HORST BLOCK,14204.0,15354.0,7.0,548.0,JURASSIC,24:COASTAL,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,279.0,0.95,,SANDSTONE,MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,16.0,94.0,46.3,,0.0,0.0,,178.0,,,90000.0,,1218.0,,,28.0,,,DRILLING/STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,SCALE INHIBITOR TREATMENT,,,SAND SCREEN,ACID WASH/SAND CLEANING,
KU-MALOOB-ZAAP COMPLEX,BRECCIA,1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.63,-91.9833,OIL,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,130.00,0.0,850000.0,OFFSHORE,330.0,230.0,4551.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,7540.0,7870.0,20.0,3353.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1000.0,,,CARBONATES,BRECCIA,BRECCIA/PELOID,TYPE IV,VUGGY,9.0,7000.0,16.0,,0.0,0.0,391.0,,,,110000.0,15.0,13900.0,,43.0,,GAS INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,GAS LIFT,,,
KU-MALOOB-ZAAP COMPLEX,BRECCIA (KU),1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.63,-91.9833,OIL,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,0.0,389500.0,OFFSHORE,330.0,230.0,4551.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,7540.0,7870.0,15.0,2769.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1000.0,,,CARBONATES,BRECCIA,BRECCIA/PELOID,TYPE IV,VUGGY,9.0,7000.0,22.1,,0.0,0.0,450.0,,,,110000.0,15.0,4030.0,,45.8,,GAS INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,GAS LIFT,,,
KU-MALOOB-ZAAP COMPLEX,BRECCIA (MALOOB),1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.63,-91.9833,OIL,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,0.0,113000.0,OFFSHORE,330.0,232.0,5000.280615793484,AQUIFER DRIVE,1111:THRUST ANTICLINE,8530.0,8860.0,20.0,2369.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1000.0,,,CARBONATES,BRECCIA,BRECCIA/PELOID,TYPE IV,VUGGY,9.0,7000.0,13.6,,0.0,0.0,275.0,,,,110000.0,15.0,4080.0,,45.8,,GAS INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,GAS LIFT,,,
KU-MALOOB-ZAAP COMPLEX,BRECCIA (ZAAP),1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.63,-91.9833,OIL,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,0.0,225000.0,OFFSHORE,330.0,232.0,5190.639285526826,AQUIFER DRIVE,1111:THRUST ANTICLINE,8860.0,9190.0,25.0,2018.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1000.0,,,CARBONATES,BRECCIA,BRECCIA/PELOID,TYPE IV,VUGGY,9.0,7000.0,12.4,,0.0,0.0,449.0,,,,110000.0,15.0,4930.0,,45.8,,GAS INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,GAS LIFT,,,
KUH-E-MOND,JAHRUM,2C ,IRAN,MIDDLE EAST,ZAGROS,28.5,51.5,OIL,2010.0,DEVELOPMENT PENDING,,,0.0,,ONSHORE,-2000.0,110.0,630.0,,1112:FORELAND ANTICLINE,918.0,-1082.0,15.0,,PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALE/TIGHT CARBONATENON-FRACTURED ZONE,1600.0,0.31,151.18,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,15.0,,7.0,20000.0,0.0,0.0,,,,,,,2300.0,,,,,,,,,,,,,-1015.0
KUH-E-MOND,SARVAK,2C ,IRAN,MIDDLE EAST,ZAGROS,28.5,51.5,OIL,2010.0,DEVELOPMENT PENDING,,,0.0,,ONSHORE,-2000.0,139.3,927.0,,1112:FORELAND ANTICLINE,3500.0,1500.0,15.0,868.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALE/TIGHT CARBONATENON-FRACTURED ZONE,980.0,0.47,140.21,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,13.0,1.0,15.0,1654.0,2.5,3.68,66.8,,1.05,624.0,,52.0,2600.0,,,,,,ARTIFICIAL LIFT,,,,PCP,,,1700.0
KULESHOV,A3,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,52.8381,51.2136,OIL,1994.0,SECONDARY RECOVERY,MATURE,113.00,119.0,57959.0,ONSHORE,-200.0,118.0,2669.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,5578.0,5381.0,3.0,344.0,CARBONIFEROUS,24:COASTAL,LAYER-CAKE, NONE,74.0,0.86,13.59,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,177.0,45.0,0.66,4.1,10.0,711.0,,1.16,1769.0,269090.0,17.0,372.0,,56.0,,CONTINUOUS WATER INJECTION,,DRILLING/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL,,MODIFICATION IN INJECTION PATTERN/CHANGING WATER INJECTION DIRECTION,ESP,,,5381.0
KULESHOV,A4,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,52.8381,51.2136,OIL,1994.0,SECONDARY RECOVERY,MATURE,155.00,122.0,87178.0,ONSHORE,-200.0,118.0,2727.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,5689.0,5492.0,3.0,384.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATENONE,330.0,0.74,20.42,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,18.0,195.0,45.0,0.97,4.57,11.0,357.0,,1.16,1062.0,266320.0,12.0,986.0,,50.0,,CONTINUOUS WATER INJECTION,,DRILLING/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL,,MODIFICATION IN INJECTION PATTERN/CHANGING WATER INJECTION DIRECTION,ESP,,,5492.0
KUPARUK RIVER,KUPARUK RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.34,-149.5375,OIL,2008.0,ENHANCED OIL RECOVERY,DECLINE,619.00,80.0,324674.0,ONSHORE,-20.0,155.0,3125.0,GAS DRIVE,2211:REGIONAL SUBCROP,5620.0,5600.0,0.8,1000.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,180.0,0.35,12.19,SANDSTONE,FINE-GRAINED SAND,SUBLITHARENITE,TYPE IV,PRIMARY INTERGRANULAR,24.0,125.0,24.0,2.0,0.0,0.0,500.0,,1.25,2920.0,25000.0,35.0,6452.0,11.0,47.0,,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/SLIM-HOLE WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ESP/FORMATION POWERED JET PUMP/GAS LIFT,,RE-COMPLETION,6000.0
KUPARUK RIVER,KUPARUK RIVER (UNIT A),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.34,-149.5375,OIL,2008.0,ENHANCED OIL RECOVERY,DECLINE,619.00,80.0,,ONSHORE,-20.0,155.0,3125.0,GAS DRIVE,2211:REGIONAL SUBCROP,,,0.8,1000.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,150.0,0.25,6.1,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,TYPE IV,PRIMARY INTERGRANULAR,23.0,113.0,24.0,2.0,0.0,0.0,500.0,,1.25,2920.0,25000.0,35.0,3690.0,,45.0,,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,ESP/FORMATION POWERED JET PUMP/GAS LIFT,,RE-COMPLETION,6000.0
KUPARUK RIVER,KUPARUK RIVER (UNIT C),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.34,-149.5375,OIL,2008.0,ENHANCED OIL RECOVERY,DECLINE,619.00,160.0,,ONSHORE,-20.0,155.0,3125.0,GAS DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,5620.0,5600.0,0.8,1000.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE,45.0,0.45,6.1,SANDSTONE,MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,24.0,138.0,24.0,2.0,0.0,0.0,500.0,,1.25,2920.0,25000.0,35.0,2160.0,,53.0,,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,ESP/FORMATION POWERED JET PUMP/GAS LIFT,,RE-COMPLETION,6000.0
KUPE,FAREWELL (KAPUNI GROUP),1P ,NEW ZEALAND,ASIA-PACIFIC,TARANAKI,-39.8526,174.1191,GAS-CONDENSATE,2007.0,DEVELOPING,DEVELOPING,,0.0,,OFFSHORE,115.0,189.5,5491.0,GAS DRIVE,113:INVERSION ANTICLINE,9595.0,9710.0,5.0,571.0,PALEOGENE,21:FLUVIAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE,,0.75,,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,17.0,50.0,46.3,0.25,0.0,0.0,1807.0,86.8,1.82,5491.0,16000.0,,77.0,,,60.0,,,,,,,,,,10220.0
