,Feature,Value
43,11_Basin name_GULF OF MEXICO NORTHERN OFFSHORE,0.0
40,11_Basin name_GINDI,0.0
39,11_Basin name_GABON SOUTH,0.0
36,11_Basin name_CUYO,0.0
35,11_Basin name_CHEROKEE,0.0
34,11_Basin name_CHACO,0.0
32,11_Basin name_CASPIAN SOUTH,0.0
66,11_Basin name_NW BORNEO-SABAH,0.0
67,11_Basin name_ORDOS,0.0
68,11_Basin name_ORIENTE,0.0
88,11_Basin name_TALARA,0.0
99,11_Basin name_WIND RIVER,0.0
95,11_Basin name_VIENNA,0.0
94,11_Basin name_USTYURT NORTH,0.0
93,11_Basin name_UPPER MAGDALENA,0.0
91,11_Basin name_TIMAN-PECHORA,0.0
89,11_Basin name_TARAKAN,0.0
87,11_Basin name_SURAT,0.0
70,11_Basin name_PARIS,0.0
85,11_Basin name_SUMATRA CENTRAL,0.0
31,11_Basin name_CASPIAN MIDDLE,0.0
77,11_Basin name_RECONCAVO,0.0
75,11_Basin name_QAIDAM,0.0
74,11_Basin name_PUTUMAYO,0.0
71,11_Basin name_PERMIAN,0.0
69,11_Basin name_PANNONIAN,0.0
