1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
JULY,LOWER RUDEIS,1P ,EGYPT,AFRICA,GULF OF SUEZ,28.2499,33.2499,OIL,2000.0,SECONDARY RECOVERY,MATURE,,0.0,,OFFSHORE,150.0,220.0,4608.02638725205,,1211:TILTED FAULT-BLOCK,7850.0,8000.0,40.0,1590.0,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,,,157.89,SANDSTONE,,,,,18.5,,33.0,0.65,0.0,0.0,544.0,,1.41,2200.0,,,,,54.0,,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,WATER INJECTION ON A ZONAL BASIS,GAS LIFT,,COILED TUBING TREATMENT/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION/RE-PERFORATION/SIDETRACKING,8600.0
JULY,NUBIA C,1P ,EGYPT,AFRICA,GULF OF SUEZ,28.2499,33.2499,OIL,2000.0,SECONDARY RECOVERY,MATURE,,0.0,,OFFSHORE,150.0,280.0,5473.293067858153,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,9350.0,9500.0,35.0,800.0,PALEOZOIC,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT,,,193.25,SANDSTONE,,QUARTZ ARENITE,,,14.0,360.0,31.5,0.65,0.0,0.0,496.0,,1.41,1900.0,,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,GAS LIFT,,HIGH WATER-CUT WELL SHUT-IN/SIDETRACKING,10000.0
JUNIN,OFICINA,2P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,8.33,-64.6333,OIL,2008.0,PRIMARY RECOVERY,PEAK OR PLATEAU,750.00,0.0,320000.0,ONSHORE,-330.0,108.0,578.0,GAS DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,1330.0,1000.0,2.0,350.0,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT,700.0,0.5,,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,32.0,7800.0,9.0,2500.0,0.0,0.0,65.0,,,631.0,2300.0,20.0,557000.0,7.0,,,,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,ACIDIZATION,,ROD PUMP/ESP/PCP,GRAVEL PACK/SLOTTED LINER,COILED TUBING TREATMENT/COLD HEAVY OIL PRODUCTION WITH SAND/SELECTIVE PERFORATION/SIDETRACKING,1390.0
K2,M14-M20 SANDS,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,27.59,-90.19,OIL,2011.0,PRIMARY RECOVERY,DECLINE,8.00,0.0,29815.0,OFFSHORE,4326.0,225.0,15794.0,GAS DRIVE,1113:DELTA-TOE ANTICLINE,18474.0,22800.0,20.0,5470.0,NEOGENE,25:DEEP MARINE,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL SHALE-OUT,,,60.96,SANDSTONE,FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,22.0,1000.0,28.0,4.5,1.3,0.0,567.0,,1.3,1468.0,,26.0,454.0,22.0,22.0,,,,SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,,,,FRAC PACK,SIDETRACKING,28290.0
KALAMKAS,UNITS J-I TO J-5C,1P ,KAZAKHSTAN,FORMER SOVIET UNION,USTYURT NORTH,45.3167,51.8833,OIL,1995.0,SECONDARY RECOVERY,DECLINE,2500.00,0.0,118000.0,ONSHORE,60.0,100.0,1200.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,2320.0,2380.0,4.0,551.0,JURASSIC,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,,0.5,,SANDSTONE,FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,28.0,650.0,24.0,19.0,3.0,6.0,100.0,,,900.0,130000.0,32.0,3486.0,,33.0,76.0,CONTINUOUS WATER INJECTION,,,,,,,,,
KALOL,KALOL,1P ,INDIA,ASIA-PACIFIC,CAMBAY,23.192,72.575,OIL,2007.0,SECONDARY RECOVERY,DECLINE,,120.0,11719.0,ONSHORE,-300.0,185.0,3371.0,GAS DRIVE,113:INVERSION ANTICLINE,4400.0,4100.0,2.0,260.0,PALEOGENE,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT,740.0,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,24.0,40.0,37.0,0.8,0.0,0.0,400.0,,1.2,1650.0,11000.0,45.0,1165.0,,21.0,66.0,CONTINUOUS WATER INJECTION,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL/MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,GAS LIFT,,,
KARAZHANBAS,J-I AND J-II,1P ,KAZAKHSTAN,FORMER SOVIET UNION,USTYURT NORTH,45.1,51.5833,OIL,2002.0,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,,0.0,,ONSHORE,60.0,99.0,840.0,AQUIFER DRIVE,123:THRUST FAULT,1099.0,1160.0,3.0,174.0,JURASSIC,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,154.0,0.6,7.01,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,28.0,240.0,18.5,250.0,1.0,4.5,40.0,,,,58000.0,32.0,500.0,,40.0,,CONTINUOUS WATER INJECTION,THERMAL,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,PCP,,COLD HEAVY OIL PRODUCTION WITH SAND,
KARAZHANBAS,UNITS A-E,1P ,KAZAKHSTAN,FORMER SOVIET UNION,USTYURT NORTH,45.1,51.5833,OIL,2002.0,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,1138.00,0.0,,ONSHORE,60.0,75.0,450.0,AQUIFER DRIVE,123:THRUST FAULT,837.0,902.0,1.5,318.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,135.0,0.65,21.95,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,28.0,240.0,18.5,250.0,1.0,4.5,40.0,,,,58000.0,32.0,1170.0,,41.0,,CONTINUOUS WATER INJECTION,THERMAL,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,PCP,,COLD HEAVY OIL PRODUCTION WITH SAND,
KELAMAYI,QIGU,1P ,CHINA,ASIA-PACIFIC,JUNGGAR,45.5417,84.8917,OIL,2003.0,ENHANCED OIL RECOVERY,DECLINE,,2.0,,ONSHORE,-1000.0,154.0,304.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,490.0,-510.0,7.0,,JURASSIC,21:FLUVIAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE,330.0,0.64,10.97,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,29.0,2000.0,20.3,10000.0,2.0,0.0,28.0,,1.04,,6600.0,,545.0,,44.0,,,THERMAL/MISCIBLE/OTHER,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/SAND CONTROL,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,,SAND SCREEN,,-340.0
KENKIYAK,UNITS I-III,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,48.6531,57.2222,OIL,1989.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,,0.0,,ONSHORE,-780.0,68.0,406.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,878.0,98.0,3.0,213.0,JURASSIC,21:FLUVIAL,JIGSAW-PUZZLE,SHALELATERAL SHALE-OUT,394.0,,35.05,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,30.0,600.0,24.0,219.0,26.0,0.0,200.0,,,,100000.0,22.0,592.0,,30.0,,,,STIMULATION,,ACIDIZATION,,,,,164.0
KERN FRONT,CHANAC-ETCHEGOIN,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SAN JOAQUIN,35.491,-119.0536,OIL,2012.0,ENHANCED OIL RECOVERY,SECONDARY REJUVENATING,2271.00,2.5,12425.0,ONSHORE,-820.0,104.0,570.0,AQUIFER DRIVE,121:NORMAL FAULT,1370.0,550.0,7.0,1250.0,NEOGENE,24:COASTAL,LABYRINTH,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,700.0,0.45,,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,36.5,2200.0,14.0,4150.0,0.0,0.0,60.0,,1.04,,650.0,36.0,665.0,20.0,35.0,,CONTINUOUS WATER INJECTION,THERMAL/CHEMICAL,ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,ROD PUMP,GRAVEL PACK/SLOTTED LINER,PROFILE MODIFICATION,
KERN RIVER,KERN RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SAN JOAQUIN,35.4638,-118.9794,OIL,2012.0,ENHANCED OIL RECOVERY,SECONDARY DECLINE,15713.00,1.5,141592.0,ONSHORE,-1000.0,90.0,79.7974254134433,GRAVITY DRAINAGE,255:HYDRODYNAMIC,0.0,-1000.0,4.5,950.0,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,800.0,0.76,106.68,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,31.0,2000.0,13.0,4000.0,0.0,0.0,5.0,,1.01,,793.0,40.0,4000.0,7.5,66.0,,,THERMAL,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP,GRAVEL PACK/SLOTTED LINER,DEPRESSURIZATION/HIGH WATER-CUT WELL SHUT-IN/PROFILE MODIFICATION/RE-COMPLETION/SHUT-IN WELL REOPEN/SIDETRACKING/STEAM INJECTION OPTIMIZATION/WATER PLUGGING,
