Year,Make,Price,Category
2019,Kia,,Wagon
2019,Jaguar,,SUV
2019,Jeep,,SUV
2019,Jeep,,SUV
2019,Jeep,,SUV
2019,Jaguar,,SUV
2019,Jeep,,SUV
2019,Jaguar,,Wagon
2019,Jaguar,,Coupe
2019,Jaguar,,Sedan
2019,Kia,,Sedan
2019,Jeep,,SUV
2019,Jeep,,SUV
2019,Kia,,Wagon
2019,Kia,,Sedan
2019,Kia,,Sedan
2019,Kia,,Sedan
2019,Kia,,Wagon
2019,Kia,,Sedan
2019,Kia,,Sedan
2019,Kia,,Sedan
2019,Kia,,Sedan
2019,Land Rover,,SUV
2019,Kia,,SUV
2019,Kia,,SUV
2019,Land Rover,,SUV
2019,Lexus,,SUV
2019,Kia,,Wagon
2019,Lexus,,Sedan
2019,Land Rover,,SUV
2019,Land Rover,,SUV
2019,Lexus,,Coupe
2019,Kia,,Wagon
2019,Lexus,,SUV
2019,Lexus,,Coupe
2019,Lexus,,Sedan
2019,Lexus,,Sedan
2019,Land Rover,,SUV
2019,Land Rover,,SUV
2019,Lincoln,,Sedan
2019,Maserati,,SUV
2019,MAZDA,,Convertible
2019,Lexus,,SUV
2019,MAZDA,,SUV
2019,MAZDA,,Convertible
2019,MAZDA,,SUV
2019,Lexus,,SUV
2019,Mercedes-Benz,,Sedan
2019,Lincoln,,Sedan
2019,Lincoln,,SUV
2019,Lincoln,,SUV
2019,Lincoln,,SUV
2019,Mercedes-Benz,,SUV
2019,Lexus,,SUV
2019,MAZDA,,SUV
2019,Lincoln,,SUV
2019,Mercedes-Benz,,Sedan
2019,MAZDA,,Sedan
2019,MAZDA,,Sedan
2019,Mercedes-Benz,,Convertible
2019,Lexus,,Sedan
2019,Maserati,,Sedan
2019,Mercedes-Benz,,Sedan
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,SUV
2019,Lincoln,,SUV
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Coupe
2019,Mercedes-Benz,,Sedan
2019,Mercedes-Benz,,Sedan
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Sedan
2019,Hyundai,,SUV
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Coupe
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Sedan
2019,Mercedes-Benz,,Convertible
2019,Mercedes-Benz,,Coupe
2019,Mitsubishi,,Sedan
2019,Mercedes-Benz,,Van
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Sedan
2019,Mitsubishi,,SUV
2019,Mercedes-Benz,,SUV
2019,Mercedes-Benz,,Van
2019,MINI,,Convertible
2019,Mercedes-Benz,,Coupe
2019,Mercedes-Benz,,Van
2019,Mercedes-Benz,,Convertible
2019,Mitsubishi,,SUV
2019,Mercedes-Benz,,Convertible
2019,Mercedes-Benz,,SUV
2019,Nissan,,Coupe
2019,Mercedes-Benz,,Convertible
2019,MINI,,Hatchback
2019,MINI,,SUV
2019,Mitsubishi,,Hatchback
2019,MINI,,Hatchback
2019,MINI,,Hatchback
2019,Mercedes-Benz,,SUV
2019,Mitsubishi,,SUV
2019,Nissan,,SUV
2019,Nissan,,Pickup
2019,Nissan,,Coupe
2019,Nissan,,Van
2019,Nissan,,Sedan
2019,Nissan,,Van
2019,Nissan,,Sedan
2019,Nissan,,Pickup
2019,Porsche,,Convertible
2019,Nissan,,Sedan
2019,Nissan,,Pickup
2019,Nissan,,Pickup
2019,Nissan,,SUV
2019,Nissan,,Van
2019,Nissan,,Van
2019,Nissan,,SUV
2019,Mitsubishi,,SUV
2019,Nissan,,SUV
2019,Nissan,,Hatchback
2019,Nissan,,Sedan
2019,Nissan,,SUV
2019,Nissan,,Pickup
2019,Nissan,,Van
2019,Nissan,,Van
2019,Nissan,,Pickup
2019,Nissan,,SUV
2019,Nissan,,Pickup
2019,Nissan,,Hatchback
2019,Ram,,Pickup
2019,Nissan,,Pickup
2019,Porsche,,SUV
2019,Ram,,Pickup
2019,Ram,,Pickup
2019,Porsche,,SUV
2019,Porsche,,Coupe
2019,Ram,,Pickup
2019,Ram,,Pickup
2019,Porsche,,Sedan
2019,Porsche,,Coupe
2019,Ram,,Pickup
2019,Ram,,Pickup
2019,Ram,,Pickup
2019,Ram,,Pickup
2019,Subaru,,SUV
2019,Ram,,Pickup
2019,Ram,,Van
2019,Ram,,Van
2019,Ram,,Van
2019,Subaru,,Sedan
2019,Subaru,,Coupe
2019,Subaru,,Sedan
2019,Toyota,,SUV
2019,Tesla,,SUV
2019,Subaru,,Sedan
2019,Toyota,,Hatchback
2019,Tesla,,Sedan
2019,Subaru,,SUV
2019,Toyota,,Coupe
2019,Ram,,Pickup
2019,Toyota,,SUV
2019,Tesla,,Sedan
2019,Subaru,,SUV
2019,Toyota,,SUV
2019,Toyota,,Sedan
2019,Toyota,,SUV
2019,Subaru,,SUV
2019,Toyota,,Sedan
2019,Toyota,,SUV
2019,Toyota,,Sedan
2019,Toyota,,Sedan
2019,Toyota,,Sedan
2019,Toyota,,Sedan
2019,Toyota,,SUV
2019,Toyota,,Hatchback
2019,Toyota,,Sedan
2019,Toyota,,Pickup
2019,Volkswagen,,SUV
2019,Toyota,,SUV
2019,Toyota,,SUV
2019,Toyota,,Hatchback
2019,Toyota,,Pickup
2019,Toyota,,Pickup
2019,Toyota,,Hatchback
2019,Toyota,,Pickup
2019,Toyota,,Van
2019,Volkswagen,,Wagon
2019,Volkswagen,,Sedan
2019,Volkswagen,,Sedan
2019,Volkswagen,,Sedan
2019,Volkswagen,,Hatchback
2019,Volkswagen,,Hatchback
2019,Volkswagen,,Hatchback
2019,Volkswagen,,Sedan
2019,Volkswagen,,Convertible
2019,Volkswagen,,Wagon
2019,Volvo,,Sedan
2019,Volkswagen,,Hatchback
2019,Volvo,,Wagon
2019,Volvo,,Wagon
2019,Volvo,,Sedan
2019,Volvo,,SUV
2019,Volkswagen,,SUV
2019,Volvo,,SUV
2019,Volvo,,SUV
2018,Acura,,Sedan
2018,Alfa Romeo,,Convertible
2018,Acura,,Sedan
2018,Acura,,Sedan
2018,Aston Martin,,Convertible
2018,Acura,,SUV
2018,Audi,,SUV
2018,Audi,,Sedan
2018,Acura,,Sedan
2018,Alfa Romeo,,Sedan
2018,Alfa Romeo,,Coupe
2018,Aston Martin,,Coupe
2018,Acura,,SUV
2018,Acura,,SUV
2018,Audi,,Sedan
2018,Audi,,Wagon
2018,Audi,,Sedan
2018,Acura,,Coupe
2018,Alfa Romeo,,SUV
2018,Audi,,SUV
2018,Audi,,Wagon
2018,Audi,,Coupe
2018,Audi,,Sedan
2018,Audi,,Coupe
2018,Audi,,Sedan
2018,Audi,,SUV
2018,Audi,,Sedan
2018,Audi,,Sedan
2018,Audi,,SUV
2018,Audi,,Sedan
2018,Audi,,Sedan
2018,Audi,,Sedan
2018,Audi,,Sedan
2018,Audi,,Sedan
2018,Audi,,Coupe
2018,Audi,,Coupe
2018,Audi,,Sedan
2018,Bentley,,SUV
2018,BMW,,Coupe
2018,BMW,,Sedan
2018,BMW,,Coupe
2018,BMW,,Convertible
2018,BMW,,SUV
2018,BMW,,Sedan
2018,BMW,,Sedan
2018,Bentley,,Sedan
2018,BMW,,Sedan
2018,Bentley,,Convertible
2018,BMW,,Coupe
2018,Buick,,Convertible
2018,BMW,,Sedan
2018,Bentley,,Sedan
2018,BMW,,SUV
2018,BMW,,SUV
2018,BMW,,SUV
2018,BMW,,Hatchback
2018,BMW,,Coupe
2018,BMW,,SUV
2018,BMW,,SUV
2018,BMW,,SUV
2018,Buick,,SUV
2018,Buick,,SUV
2018,BMW,,Sedan
2018,Buick,,Sedan
2018,Buick,,SUV
2018,BMW,,SUV
2018,Buick,,Sedan
2018,Buick,,Wagon
2018,Cadillac,,Sedan
2018,Cadillac,,Sedan
2018,Cadillac,,Coupe
2018,Chevrolet,,Pickup
2018,Chevrolet,,Hatchback
2018,Chevrolet,,Coupe
2018,Chevrolet,,Van
2018,Cadillac,,Coupe
2018,Chevrolet,,Pickup
2018,Cadillac,,Sedan
2018,Cadillac,,SUV
2018,Cadillac,,SUV
2018,Cadillac,,Sedan
2018,Cadillac,,SUV
2018,Chevrolet,,Van
2018,Chevrolet,,Sedan
2018,Chevrolet,,Hatchback
2018,Chevrolet,,Pickup
2018,Chevrolet,,Van
2018,Chevrolet,,SUV
2018,Chevrolet,,Pickup
2018,Chevrolet,,Van
2018,Chevrolet,,Pickup
2018,Chevrolet,,Pickup
2018,Chevrolet,,Coupe
2018,Chevrolet,,Sedan
2018,Chevrolet,,Van
2018,Chevrolet,,Sedan
2018,Chevrolet,,Pickup
2018,Chevrolet,,Pickup
2018,Chevrolet,,Sedan
2018,Chrysler,,Sedan
2018,Chevrolet,,SUV
2018,Dodge,,Van
2018,Chrysler,,Van
2018,Chevrolet,,Pickup
2018,Chevrolet,,Pickup
2018,Dodge,,SUV
2018,Chevrolet,,SUV
2018,Chevrolet,,SUV
2018,Chevrolet,,Pickup
2018,Ferrari,,Hatchback
2018,Ferrari,,Coupe
2018,Chrysler,,Van
2018,Chevrolet,,SUV
2018,Dodge,,SUV
2018,Dodge,,Coupe
2018,Chevrolet,,Sedan
2018,FIAT,,Convertible
2018,Chevrolet,,SUV
2018,Dodge,,Sedan
2018,Ferrari,,Coupe
2018,Ferrari,,Convertible
2018,FIAT,,Hatchback
2018,FIAT,,Hatchback
2018,Ferrari,,Convertible
2018,FIAT,,Convertible
2018,FIAT,,Hatchback
2018,Ford,,Pickup
2018,Ford,,SUV
2018,FIAT,,Convertible
2018,Ford,,SUV
2018,Ford,,Wagon
2018,Ford,,SUV
2018,Ford,,Pickup
2018,Ford,,Pickup
2018,Ford,,Pickup
2018,FIAT,,Hatchback
2018,FIAT,,SUV
2018,Ford,,SUV
2018,Ford,,Pickup
2018,Ford,,Pickup
2018,Ford,,SUV
2018,Ford,,Pickup
2018,Ford,,SUV
2018,Ford,,Hatchback
2018,Ford,,Pickup
2018,Ford,,Pickup
2018,Ford,,Van
2018,Ford,,Sedan
2018,Ford,,Van
2018,Ford,,Pickup
2018,Ford,,Van
2018,Ford,,Sedan
2018,Ford,,Van
2018,Ford,,Van
2018,Ford,,Sedan
2018,Ford,,SUV
2018,Ford,,Convertible
2018,Freightliner,,Van
2018,Freightliner,,Van
2018,Ford,,Van
2018,Freightliner,,Van
2018,Ford,,Van
2018,Ford,,Van
2018,Freightliner,,Van
2018,Ford,,Sedan
2018,Freightliner,,Van
2018,Freightliner,,Van
2018,GMC,,SUV
2018,Genesis,,Sedan
2018,GMC,,Pickup
2018,GMC,,Pickup
2018,Genesis,,Sedan
2018,GMC,,Van
2018,GMC,,Van
2018,GMC,,Pickup
2018,GMC,,Van
2018,GMC,,Pickup
2018,GMC,,Pickup
2018,GMC,,Van
2018,GMC,,Pickup
2018,GMC,,Pickup
2018,Honda,,Sedan
2018,GMC,,SUV
2018,GMC,,Pickup
2018,GMC,,SUV
2018,GMC,,Pickup
2018,GMC,,Pickup
2018,Honda,,Sedan
2018,GMC,,Pickup
2018,Honda,,Hatchback
2018,Hyundai,,SUV
2018,Hyundai,,Hatchback
2018,Honda,,SUV
2018,Honda,,Hatchback
2018,Honda,,Coupe
2018,GMC,,SUV
2018,Hyundai,,Hatchback
2018,Hyundai,,Hatchback
2018,Honda,,Sedan
2018,Hyundai,,Hatchback
2018,Hyundai,,Sedan
2018,Honda,,Sedan
2018,Honda,,SUV
2018,Honda,,Van
2018,Hyundai,,Sedan
2018,Honda,,SUV
2018,Honda,,Sedan
2018,Honda,,Pickup
2018,INFINITI,,Sedan
2018,Hyundai,,Sedan
2018,Jeep,,SUV
2018,INFINITI,,SUV
2018,Hyundai,,SUV
2018,Hyundai,,Sedan
2018,Jaguar,,SUV
2018,Hyundai,,Sedan
2018,Jaguar,,Sedan
2018,Jaguar,,Sedan
2018,INFINITI,,SUV
2018,Hyundai,,SUV
2018,INFINITI,,Coupe
2018,Jaguar,,SUV
2018,INFINITI,,Sedan
2018,Hyundai,,SUV
2018,Jaguar,,Sedan
2018,Jeep,,SUV
2018,Jeep,,SUV
2018,Jaguar,,Convertible
2018,Kia,,SUV
2018,Kia,,Hatchback
2018,Kia,,Sedan
2018,Kia,,Sedan
2018,Kia,,Sedan
2018,Jeep,,SUV
2018,Kia,,Wagon
2018,Jeep,,SUV
2018,Kia,,Wagon
2018,Lexus,,SUV
2018,INFINITI,,SUV
2018,Kia,,Sedan
2018,Kia,,Wagon
2018,Land Rover,,SUV
2018,Kia,,Sedan
2018,Kia,,Van
2018,Lexus,,Sedan
2018,Jeep,,SUV
2018,Land Rover,,SUV
2018,Land Rover,,SUV
2018,Kia,,SUV
2018,Kia,,Wagon
2018,Kia,,Sedan
2018,Lamborghini,,Coupe
2018,Kia,,Sedan
2018,Land Rover,,SUV
2018,Lexus,,Coupe
2018,Lexus,,Sedan
2018,Lincoln,,SUV
2018,Lexus,,Coupe
2018,Land Rover,,SUV
2018,Lincoln,,Sedan
2018,Lexus,,SUV
2018,Lexus,,Sedan
2018,Land Rover,,SUV
2018,Lexus,,Sedan
2018,Lexus,,SUV
2018,Lamborghini,,Convertible
2018,Lexus,,SUV
2018,Lincoln,,SUV
2018,Lincoln,,SUV
2018,Maserati,,Sedan
2018,Maserati,,SUV
2018,Mercedes-Benz,,SUV
2018,MAZDA,,Convertible
2018,Mercedes-Benz,,SUV
2018,Lincoln,,SUV
2018,Mercedes-Benz,,SUV
2018,MAZDA,,SUV
2018,Lotus,,Coupe
2018,McLaren,,Coupe
2018,Lincoln,,SUV
2018,Mercedes-Benz,,SUV
2018,Lincoln,,Sedan
2018,Maserati,,Coupe
2018,McLaren,,Coupe
2018,Maserati,,Sedan
2018,MAZDA,,Sedan
2018,McLaren,,Coupe
2018,Mercedes-Benz,,SUV
2018,MAZDA,,SUV
2018,Mercedes-Benz,,Sedan
2018,Mercedes-Benz,,Sedan
2018,Mercedes-Benz,,Sedan
2018,MAZDA,,Sedan
2018,MAZDA,,Convertible
2018,MAZDA,,SUV
2018,Mercedes-Benz,,Convertible
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Sedan
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Convertible
2018,Mercedes-Benz,,Convertible
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Sedan
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Sedan
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Convertible
2018,Mercedes-Benz,,Coupe
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,SUV
2018,Mercedes-Benz,,Convertible
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,Coupe
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,Sedan
2018,Nissan,,Hatchback
2018,MINI,,SUV
2018,Nissan,,SUV
2018,Mercedes-Benz,,Convertible
2018,Mitsubishi,,SUV
2018,Nissan,,Sedan
2018,Mercedes-Benz,,Van
2018,MINI,,Convertible
2018,Nissan,,Pickup
2018,MINI,,Hatchback
2018,Mitsubishi,,SUV
2018,MINI,,Hatchback
2018,MINI,,Hatchback
2018,Mercedes-Benz,,Van
2018,Nissan,,Pickup
2018,Mitsubishi,,Hatchback
2018,Mercedes-Benz,,Van
2018,Mitsubishi,,Sedan
2018,Mitsubishi,,SUV
2018,Nissan,,Sedan
2018,Nissan,,SUV
2018,Mercedes-Benz,,Van
2018,Mercedes-Benz,,Sedan
2018,Mitsubishi,,SUV
2018,Nissan,,Pickup
2018,Nissan,,Van
2018,Nissan,,Van
2018,Nissan,,Coupe
2018,Nissan,,Pickup
2018,Nissan,,Van
2018,Nissan,,Coupe
2018,Nissan,,Pickup
2018,Nissan,,Van
2018,Nissan,,SUV
2018,Nissan,,Pickup
2018,Nissan,,Van
2018,Nissan,,Pickup
2018,Nissan,,SUV
2018,Porsche,,Convertible
2018,Nissan,,SUV
2018,Nissan,,Sedan
2018,Porsche,,Coupe
2018,Nissan,,Sedan
2018,Nissan,,Hatchback
2018,Nissan,,SUV
