1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
WEST PEMBINA,NISKU (BIGORAY C POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.2287,-115.8008,OIL,2009.0,SECONDARY RECOVERY,MATURE,4.0,2.00,,20.0,2009.0,50.0,91.24,1988.0,812.0,ONSHORE,-2911.0,174.0,5045.0,2565.0,5045.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,7761.0,4850.0,2.0,318.0,DEVONIAN,13:ORGANIC BUILDUP,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,318.0,,0.87,34.75,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,INTERPARTICLE/INTRASKELETAL,6.0,275.0,,33.0,,,,0.0,,0.0,595.0,,,1778.0,,,27.0,7.6,3.5,0.12,,35.0,46.0,,44.47,,61.0,0.062,1.17,1987-02,CONTINUOUS WATER INJECTION,,,,,,,,,
WEST PEMBINA,NISKU (BRAZEAU RIVER A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.2287,-115.8008,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,4.0,3.00,3.0,0.0,2009.0,75.0,22.8,1984.0,7279.0,ONSHORE,0.0,225.0,7013.0,6643.0,7013.0,2009.0,127.0,GAS DRIVE,2121:ORGANIC BUILDUP,,,2.0,,DEVONIAN,13:ORGANIC BUILDUP,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,253.0,,0.9,72.85,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,INTERPARTICLE/INTRASKELETAL,8.5,200.0,,45.0,0.65,0.38,,0.0,,0.0,999.0,,1.47,3045.0,,330000.0,10.0,40.0,27.2,0.06,,40.5,68.0,,67.85,,,,9.07,,,1980-09,MISCIBLE,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,,,,GAS SHUT-OFF
WEST PEMBINA,NISKU (PEMBINA L POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.2287,-115.8008,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,7.0,5.00,,0.0,2009.0,318.0,16.2,1988.0,7118.0,ONSHORE,-3099.0,199.0,6334.0,4093.0,6334.0,1981.0,2611.0,GAS DRIVE,2121:ORGANIC BUILDUP,9265.0,6166.0,2.0,234.0,DEVONIAN,13:ORGANIC BUILDUP,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,233.0,,0.87,30.18,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,MOLDIC/VUGGY,11.0,2110.0,,41.0,,,,0.0,,0.0,696.0,,,2243.0,,,12.0,31.5,27.7,0.38,,25.0,88.0,,86.73,,,,5.54,1981-05,CONTINUOUS WATER INJECTION,1985-02,MISCIBLE,OTHER RESERVOIR MANAGEMENT,,,,,,GAS SHUT-OFF/RE-COMPLETION
WEST PEMBINA,NISKU (WEST PEMBINA D POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.2287,-115.8008,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,3.0,2.00,,0.0,2009.0,21.0,99.8,1989.0,3316.0,ONSHORE,0.0,219.0,6993.0,5871.0,6993.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,,6841.0,2.0,292.0,DEVONIAN,13:ORGANIC BUILDUP,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,328.0,,0.65,47.24,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,MOLDIC/VUGGY,12.0,560.0,,45.0,,0.19,,0.0,,0.0,1841.0,,2.45,3966.0,,,7.0,15.1,12.1,0.09,,40.0,80.0,,79.54,,,,6.05,,,1981-05,MISCIBLE,OTHER RESERVOIR MANAGEMENT,,,,,,RE-COMPLETION
WEST PUERTO CHIQUITO,NIOBRARA (MANCOS SHALE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SAN JUAN,36.4525,-106.9358,OIL,2010.0,SECONDARY RECOVERY,SECONDARY MATURE,55.0,49.00,41.0,500.0,2010.0,276.0,8.6,1988.0,2334.0,ONSHORE,-7400.0,162.5,-1200.0,1620.0,-1195.0,1991.0,1000.0,GAS DRIVE,252:ORGANIC-RICH SHALE,5300.0,-2100.0,2.0,2100.0,CRETACEOUS,25:DEEP MARINE,TANK LIKE,NONE,NON-FRACTURED ZONE,275.0,75.0,0.27,19.81,OTHERS,,CLAYSTONE,TYPE I,FRACTURE,1.6,0.02,,39.0,,0.62,,0.0,26.0,0.6,480.0,,1.29,1532.0,,,63.0,100.0,16.0,1.4,,5.5,16.0,,14.6,,,,1.21,1968-08,GAS INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,ROD PUMP/HYDRAULIC PISTON PUMP/GAS LIFT,,PUMP SIZE OPTIMIZATION/RE-COMPLETION
WEST SAK,WEST SAK,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.3401,-149.5375,OIL,2004.0,DEVELOPING,DEVELOPING,,,36.0,0.0,2004.0,17000.0,19.5,2004.0,17000.0,ONSHORE,-3.0,75.0,3500.0,1800.0,4500.0,2004.0,1650.0,GAS DRIVE,1213:NORMAL-FAULT HANGING WALL,2000.0,2000.0,1.5,2500.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,SEALING FAULT,300.0,60.0,0.2,17.98,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,29.0,140.0,,16.0,0.6,30.0,4.66,0.0,,0.0,210.0,,1.07,1690.0,,18000.0,42.0,15500.0,,,,,,,0.1,,,,,,CONTINUOUS WATER INJECTION,,MISCIBLE,DRILLING/ARTIFICIAL LIFT/SAND CONTROL,HORIZONTAL WELL/MULTI-LATERAL WELL,,,ESP/HYDRAULIC JET PUMP,SLOTTED LINER/FRAC PACK,
WEST SEMINOLE,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.766,-102.811,OIL,2012.0,SECONDARY RECOVERY,SECONDARY DECLINE,,,,40.0,2012.0,378.0,,1981.0,5660.0,ONSHORE,-3450.0,101.0,,2020.0,1575.0,1978.0,1290.0,GAS DRIVE,116:DIFFERENTIAL COMPACTION OR DRAPE ANTICLINE,4810.0,1360.0,7.0,360.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,TIGHT CARBONATE/EVAPORITE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,600.0,,0.4,33.53,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE/INTERCRYSTALLINE,9.9,9.0,910.0,34.0,,0.98,9.0,0.0,,0.0,773.0,,1.38,,10.0,40000.0,18.0,194.8,51.0,1.0,,16.2,29.7,,29.07,,,,0.29,1964,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING/WATER INJECTION OPTIMIZATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,MODIFICATION IN INJECTION PATTERN,,,RE-COMPLETION/SELECTIVE PERFORATION/WATER PLUGGING
WEST SENO,UNNAMED,1P ,INDONESIA,ASIA-PACIFIC,KUTAI,0.042,117.79,OIL,2005.0,SECONDARY RECOVERY,DECLINE,,,,0.0,2005.0,6903.0,,,,OFFSHORE,2900.0,,,3800.0,8000.0,,,GAS DRIVE,1113:DELTA-TOE ANTICLINE,3100.0,6000.0,,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE,2500.0,750.0,0.3,68.89,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,24.4,279.0,380.0,40.5,,2.1,132.85,0.12,,2.0,949.0,,,,55.0,,,,278.0,,,,,,,,,,,,GAS RECYCLING,,,DRILLING,SLIM-HOLE WELL,,,,,
WEST SOLE,LEMAN SANDSTONE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA SOUTHERN,53.7097,1.1392,GAS,2007.0,PRIMARY RECOVERY,DECLINE,,23.00,19.0,870.0,2007.0,7001.0,,1972.0,36459.0,OFFSHORE,94.0,185.0,9000.0,4265.0,9000.0,,,GAS DRIVE,113:INVERSION ANTICLINE,8764.0,8858.0,10.0,820.0,PERMIAN,22:DESERT,LAYER-CAKE,BLOCK-BOUNDING FAULT,LATERAL FACIES CHANGE,423.0,317.25,0.75,96.62,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,12.3,0.7,,0.0,0.6,,,0.0,,1.8,,1.5,,,,239050.0,40.0,432.6,341.7,,,,,79.0,,74.77,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,STEP-OUT DEVELOPMENT DRILLING
WEST SURGUT,MEGION (UNIT BC10),1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,61.0833,73.0833,OIL,1993.0,SECONDARY RECOVERY,DECLINE,,1174.00,,32.0,1994.0,63205.0,76.0,1984.0,125000.0,ONSHORE,-190.0,168.0,8690.0,3524.0,8690.0,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,7424.0,7234.0,0.5,397.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,,,0.7,8.53,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,23.0,114.0,,28.6,,6.0,19.0,5.5,,0.0,182.0,,,,,17000.0,43.0,2357.0,659.0,,,,28.0,,,,,,,,CONTINUOUS WATER INJECTION,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
WEST SURGUT,MEGION-VARTOV,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,61.0833,73.0833,OIL,1994.0,SECONDARY RECOVERY,DECLINE,1844.0,1174.00,,32.0,1994.0,63205.0,76.0,1984.0,125000.0,ONSHORE,-190.0,168.0,8690.0,3524.0,8690.0,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,6686.0,6496.0,0.5,,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,,,0.67,34.75,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,25.0,335.0,,28.5,,5.2,64.0,5.58,87.0,2.4,178.0,,,1150.0,,17000.0,47.0,4091.0,1268.0,372.0,,,31.0,,21.9,,,,1.08,1967,CONTINUOUS WATER INJECTION,,,STIMULATION/WATER INJECTION OPTIMIZATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/VIBRATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,PROFILE MODIFICATION/WATER PLUGGING
WEST SURGUT,VARTOV (UNIT BC1-4),1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,61.0833,73.0833,OIL,1993.0,SECONDARY RECOVERY,DECLINE,,1174.00,,32.0,1994.0,63205.0,76.0,1984.0,125000.0,ONSHORE,-190.0,,,,,,,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,6686.0,6496.0,0.5,112.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,,,0.78,5.49,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,27.0,560.0,,28.4,,6.0,93.33,5.6,,0.0,176.0,,,,,17000.0,41.0,1585.0,570.0,,,,36.0,,,,,,,,CONTINUOUS WATER INJECTION,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
WEST TEBUK,F2-F0,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,TIMAN-PECHORA,63.6375,54.9269,OIL,1995.0,PRIMARY RECOVERY,MATURE,,,,0.0,1995.0,,,,,ONSHORE,-620.0,108.0,4495.0,1978.0,4495.0,,,AQUIFER DRIVE,2121:ORGANIC BUILDUP,3493.0,2873.0,2.5,837.0,DEVONIAN,13:ORGANIC BUILDUP,,SHALE/TIGHT CARBONATE,LATERAL FACIES CHANGE/NON-KARSTIC ZONE,980.0,656.6,0.67,60.96,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL,,CAVERNOUS,12.0,200.0,,28.0,,13.0,15.0,3.7,45.8,31.419999999999998,129.0,,,,,184200.0,,,,,,,,,,,,,,1966,CONTINUOUS WATER INJECTION,,,,,,,GAS LIFT,,
WEST TEBUK,STRATA IIB-III,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,TIMAN-PECHORA,63.6375,54.9269,OIL,2000.0,SECONDARY RECOVERY,MATURE,395.0,227.00,,0.0,2000.0,3004.0,,1970.0,64320.0,ONSHORE,-620.0,156.0,5528.0,2807.0,5774.0,,,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,6132.0,5512.0,3.0,262.0,DEVONIAN,24:COASTAL,LAYER-CAKE,SHALE,NONE,60.0,59.0,0.6,17.98,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,19.0,500.0,,35.0,,1.5,330.0,3.5,49.6,18.900000000000002,480.0,,,1813.0,,213000.0,,,435.0,86.0,,,,,,,,,2.01,1965,CONTINUOUS WATER INJECTION,,,ARTIFICIAL LIFT,,,,GAS LIFT,,
WEYBURN,CHARLES (MIDALE BEDS),1P ,CANADA,NORTH AMERICA,WILLISTON,49.5354,-103.7584,OIL,2012.0,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,,1108.00,698.0,50.0,2012.0,26254.84,,1966.0,43776.0,ONSHORE,-1804.46,141.0,2800.0,2117.0,2800.0,1993.0,2395.0,GAS DRIVE,2211:REGIONAL SUBCROP,4300.0,2493.44,0.3,459.32,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,TIGHT CARBONATE,LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,82.02,32.81,0.4,10.0,CARBONATES,PACKSTONE/GRAINSTONE,CRINOID/OOLITE,TYPE III,INTERPARTICLE/INTERCRYSTALLINE,15.0,10.0,30.0,29.0,0.97,3.4,0.34,2.2,53.0,18.9,130.0,,1.11,966.0,,229000.0,35.0,1400.0,606.0,130.0,,13.5,43.3,,34.0,,,,0.53,1964,CONTINUOUS WATER INJECTION,,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,ACID WASH/ADDITIONAL PERFORATION/COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/CO2 SEQUESTRATION/PROFILE MODIFICATION/PUMP SIZE OPTIMIZATION/SELECTIVE PERFORATION
WHITE ROSE,BEN NEVIS (SOUTH AVALON POOL),1P ,CANADA,NORTH AMERICA,JEANNE D ARC,46.8638,-48.0664,OIL,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,7.00,7.0,0.0,2008.0,105000.0,16.0,2007.0,117000.0,OFFSHORE,394.0,223.0,9422.0,4264.0,9422.0,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,8300.0,8694.0,6.0,1177.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,980.0,637.0,0.65,131.07,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,15.0,127.0,92.0,31.0,0.66,0.68,186.76,8.5,,2.67,685.0,32.0,1.37,4235.0,53.0,41410.0,24.0,839.0,222.0,,,,30.0,,15.04,,,,,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING,HORIZONTAL WELL,,,,,
WHITNEY CANYON-CARTER CREEK,MISSION CANYON,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FOSSIL,41.5135,-110.9286,GAS-CONDENSATE,2011.0,PRIMARY RECOVERY,DECLINE,102.0,98.00,55.0,320.0,2011.0,12075.0,,1989.0,55600.0,ONSHORE,-7300.0,207.0,7200.0,6000.0,7200.0,2001.0,2700.0,GAS DRIVE,1111:THRUST ANTICLINE,12200.0,4850.0,20.0,2500.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATE/EVAPORITE,LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,750.0,261.0,0.35,79.55,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,7.0,1.0,,43.0,0.79,,,6.0,68.0,21.0,,23.0,,,,95000.0,25.0,875.0,477.0,,277.0,,,55.6,,49.4,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE)/ACID FRACTURING/CO2 FRACTURING,,,,DRILLING AND COMPLETION FLUID OPTIMIZATION/RE-COMPLETION/SIDETRACKING
WIDURI,TALANG AKAR,1P ,INDONESIA,ASIA-PACIFIC,ASRI,-5.23,106.68,OIL,2001.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,,,,63.0,2001.0,100000.0,90.0,1991.0,119189.0,OFFSHORE,150.0,190.0,3500.0,1540.0,3500.0,2000.0,1020.0,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,3205.0,3355.0,1.0,325.0,NEOGENE/PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE/COAL,LATERAL FACIES CHANGE/SHALE-FILLED CHANNEL,325.0,162.5,0.5,15.54,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,29.0,7020.0,8700.0,32.5,0.61,4.0,1755.0,40.08,,0.0,82.0,,,972.0,90.0,1800.0,20.1,,365.0,,,,47.0,,,,,,,1999,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,WATER CONING CONTROL
WILBURTON,ARBUCKLE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ARKOMA,34.8366,-95.3885,GAS,1997.0,PRIMARY RECOVERY,DECLINE,16.0,16.00,14.0,640.0,1997.0,3334.0,,1990.0,37507.0,ONSHORE,-690.0,260.0,14200.0,,,,,GAS DRIVE,1111:THRUST ANTICLINE,12860.0,12170.0,5.0,1130.0,ORDOVICIAN/CAMBRIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,NONE,NON-FRACTURED ZONE/NON-KARSTIC ZONE,2250.0,,,70.1,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,FRACTURE/BRECCIA,1.1,0.03,,0.0,0.58,,,0.0,,0.0,,,,,,,40.0,83.0,58.0,,35.0,,,70.0,,63.0,,,,,,,,DRILLING,,,,,,
WILMINGTON,PUENTE-REPETTO (RANGER ZONE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,LOS ANGELES,33.8005,-118.2557,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,6150.0,5000.00,1272.0,6.0,2009.0,37452.0,97.0,1969.0,243881.0,ONSHORE-OFFSHORE,20.0,135.0,,1356.0,,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,2300.0,2300.0,40.0,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,600.0,222.0,0.37,67.06,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,32.0,400.0,,17.0,0.67,84.0,10.0,0.0,,0.0,160.0,,1.1,1335.0,,29300.0,23.0,8800.0,2984.0,283.0,,15.0,34.0,,30.69,,29.0,0.038,0.6,1953,CONTINUOUS WATER INJECTION,1977,CHEMICAL,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,,GRAVEL PACK/SLOTTED LINER,PROFILE MODIFICATION/WATER PLUGGING
WILMINGTON,REPETTO (TAR ZONE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,LOS ANGELES,33.8005,-118.2557,OIL,2009.0,ENHANCED OIL RECOVERY,MATURE,6150.0,5000.00,1272.0,6.0,2009.0,37452.0,97.0,1969.0,243881.0,ONSHORE-OFFSHORE,20.0,120.0,,1037.0,,1993.0,350.0,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,2050.0,2050.0,40.0,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE,280.0,128.0,0.46,39.01,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,35.0,1800.0,,13.5,,360.0,6.55,2.1,,0.0,87.0,,1.07,1480.0,,27800.0,21.0,8800.0,2984.0,283.0,,15.0,34.0,,30.69,,,,0.6,1953,CONTINUOUS WATER INJECTION/WAG IMMISCIBLE INJECTION,1965,THERMAL,DRILLING/STIMULATION/SAND CONTROL,HORIZONTAL WELL,ACIDIZATION,,,GRAVEL PACK/SLOTTED LINER,PROFILE MODIFICATION/WATER PLUGGING
WILSON CREEK,MORRISON (SALT WASH),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PICEANCE,40.1877,-107.9084,OIL,2002.0,SECONDARY RECOVERY,MATURE,,27.00,,60.0,2002.0,200.0,98.0,1967.0,9000.0,ONSHORE,-8100.0,172.0,,2184.0,,,,AQUIFER DRIVE,1111:THRUST ANTICLINE,6450.0,-1650.0,25.0,460.0,JURASSIC,24:COASTAL,LAYER-CAKE,NONE,NONE,250.0,75.0,0.3,19.51,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,16.0,11.0,,49.0,0.99,5.6,1.96,0.14,,0.0,420.0,,1.23,1067.0,25.0,2300.0,39.0,146.0,66.0,,,,45.0,,40.89,,,,,1946,CONTINUOUS WATER INJECTION/GAS INJECTION,,,STIMULATION,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
WOLONGHE,HUANGLONG,1P ,CHINA,ASIA-PACIFIC,SICHUAN,30.176,107.2948,GAS,2001.0,PRIMARY RECOVERY,DECLINE,,34.00,27.0,960.0,2000.0,8908.0,,,,ONSHORE,-1689.63,,,8291.0,,,,GAS DRIVE,1111:THRUST ANTICLINE,12237.53,10547.9,50.0,5200.13,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATE,LATERAL FACIES CHANGE/NON-FRACTURED ZONE/NON-KARSTIC ZONE,124.67,37.4,0.3,10.0,CARBONATES,MUDSTONE/BRECCIA,,TYPE II,VUGGY/BRECCIA,6.0,0.2,2.0,0.0,0.57,,,0.0,,1.1,,,,,,890.0,15.0,87.35,,,,,,,,54.58,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,FOAM LIFT TREATMENT
