1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
25 DE MAYO-MEDANITO SE,QUINTUCO,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-37.9935,-67.9567,OIL,2012.0,SECONDARY RECOVERY,DECLINE,,,,22.24,,,,,,ONSHORE,-1059.71,,,1863.3,,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,3487.53,2427.82,1.5,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/EVAPORITE,LATERAL FACIES CHANGE,656.17,,,,CARBONATES,GRAINSTONE/RUDSTONE,OOLITE,,INTERCRYSTALLINE,13.5,,,33.0,,,,3.1399999999999997,,0.0,149.91,,,,48.2,,,,191.21,,,,,,,,,,,1977-01,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,ESP,,
A.J.BERMUDEZ,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.9833,-93.1,OIL,2008.0,SECONDARY RECOVERY,MATURE,432.0,430.00,109.0,333.0,2007.0,128571.0,,1979.0,630952.0,ONSHORE,-62.0,262.0,15223.0,7714.0,15223.0,2007.0,2647.0,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,12529.0,12467.0,12.0,3900.0,CRETACEOUS/JURASSIC,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULT,NONE,,,,,CARBONATES,BRECCIA,BRECCIA,TYPE II,VUGGY,4.0,87.0,,30.0,0.67,10.0,8.7,1.6,,3.5,1370.0,,1.8,4700.0,8.6,270000.0,20.0,11020.0,,1488.0,,,38.0,,24.88,,,,9.8,1977,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,SLOTTED LINER,
AB TEYMUR,ILAM,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2097,48.4957,OIL,2000.0,DEVELOPING,DEVELOPING,,Area,,0.0,2000.0,,,,,ONSHORE,-40.0,210.0,10298.0,5860.0,10298.0,1997.0,5000.0,GAS DRIVE,1112:FORELAND ANTICLINE,10046.0,10006.0,5.0,1434.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE,NONE,353.35,229.66,0.65,70.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,,,,25.0,,2.0,,0.0,,0.0,340.0,,1.25,1670.0,,,19.0,12000.0,1200.0,,,,10.0,,0.75,,,,,,,,,STIMULATION,,ACIDIZATION,,,,
AB TEYMUR,SARVAK 1,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2097,48.4957,OIL,2000.0,DEVELOPING,DEVELOPING,,27.00,,0.0,2000.0,,,,,ONSHORE,-40.0,219.0,12054.0,5660.0,12054.0,1997.0,4800.0,GAS DRIVE,1112:FORELAND ANTICLINE,10703.0,10663.0,8.0,1237.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE,NONE,853.02,623.36,0.75,190.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,,,,24.0,,27.0,,3.5,,0.0,330.0,,1.15,1650.0,,,19.0,12100.0,1200.0,,,,10.0,,0.22,,,,,,,,,STIMULATION,,ACIDIZATION,,,,
ABADI,UPPER PLOVER,3P ,INDONESIA,ASIA-PACIFIC,BONAPARTE,-9.1238,130.5,GAS-CONDENSATE, ,DEVELOPING,,7.0,,,0.0,,,,,,OFFSHORE,1968.5,,,5536.09,12795.28,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,10170.6,12139.11,2.0,,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT,RESERVOIR BODY BOUNDARY,410.1,,,,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,10.0,303.97,,51.0,,,,0.0,,9.6,,14.25,,,,,,,10485.11,,,,,,,,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SIDETRACKING
ABKATUN,BRECCIA,1P ,MEXICO,LATIN AMERICA,CAMPECHE,19.21,-91.9833,OIL, ,SECONDARY RECOVERY,DECLINE,,119.00,19.0,120.0,2005.0,44000.0,55.0,1983.0,511000.0,OFFSHORE,131.23,284.0,11844.0,5598.0,11844.0,2004.0,3058.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9580.05,9711.29,15.0,2789.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE,BLOCK-BOUNDING FAULT,NON-FRACTURED ZONE,305.0,,,,CARBONATES,BRECCIA,BRECCIA,TYPE II,VUGGY,9.0,3.1,48.0,28.0,,,,0.0,,0.0,710.0,,1.53,2466.0,,,,5514.0,2454.0,,,,45.0,,39.68,,,,,1991,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,WATER PLUGGING
ABQAIQ,ARAB D,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,26.08,49.81,OIL, ,SECONDARY RECOVERY,DECLINE,,259.00,,235.0,2006.0,410000.0,32.0,1973.0,1000000.0,ONSHORE,-500.0,217.0,,3395.0,6500.0,1954.0,2450.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6050.0,5550.0,7.0,1550.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,EVAPORITE,NONE,220.0,,,56.08,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE,21.0,410.0,,37.0,,0.4,1025.0,1.4,,3.7,850.0,,1.53,2545.0,,,,19000.0,,,,,,,64.21,,,,,1954,CONTINUOUS WATER INJECTION/GAS INJECTION,,,DRILLING/STIMULATION,HORIZONTAL WELL,ACIDIZATION,,,,
ABQAIQ,HANIFA,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,26.08,49.81,OIL,2006.0,SECONDARY RECOVERY,DECLINE,,,,235.0,2006.0,,32.0,,,ONSHORE,-500.0,217.0,,3395.0,6500.0,1954.0,2450.0,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,6380.0,5880.0,7.0,950.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE,NONE,328.0,,,,CARBONATES,MUDSTONE/WACKESTONE,ALGAE/FORAMINIFERA,TYPE III,MICROPOROSITY,17.0,1.0,17.2,37.0,,0.4,2.5,1.4,,3.7,850.0,,1.53,2545.0,,,,5700.0,,,,,,,,,,,,1994,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,ACIDIZATION,,ROD PUMP/GAS LIFT,,
ABU GHARADIG,ABU ROASH C,1P ,EGYPT,AFRICA,ABU GHARADIG,29.7422,28.4925,OIL,1998.0,PRIMARY RECOVERY,MATURE,,20.00,12.0,140.0,1998.0,3600.0,10.0,,,ONSHORE,-312.0,232.0,9350.0,4500.0,9350.0,1992.0,1500.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,9660.0,9350.0,15.0,,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT,LATERAL SHALE-OUT,240.0,24.0,0.1,,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,21.0,140.0,,40.5,,13.81,10.13,0.0,,0.0,850.0,,1.5,2500.0,-0.4,83750.0,21.0,166.0,32.0,,,,19.0,,15.06,,,,,,,,,ARTIFICIAL LIFT,,,,ROD PUMP,,
ABU GHARADIG,ABU ROASH E,1P ,EGYPT,AFRICA,ABU GHARADIG,29.7422,28.4925,OIL, ,PRIMARY RECOVERY,MATURE,,20.00,12.0,140.0,1998.0,1300.0,10.0,,,ONSHORE,-312.0,250.0,9650.0,4600.0,9650.0,1992.0,1800.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,9960.0,9650.0,15.0,,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT,LATERAL SHALE-OUT,500.0,35.0,0.07,,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,16.0,140.0,,40.0,,4.74,29.53,0.0,,0.0,800.0,,1.5,2700.0,32.0,90000.0,25.0,214.0,30.0,,,,14.0,,12.15,,,,,,,,,ARTIFICIAL LIFT,,,,ROD PUMP,,
ABU GHARADIG,BAHARIYA,1P ,EGYPT,AFRICA,ABU GHARADIG,29.7422,28.4925,GAS-CONDENSATE, ,PRIMARY RECOVERY,MATURE,,9.00,6.0,55.0,1998.0,8270.0,11.0,1981.0,16667.0,ONSHORE,-312.0,260.0,10700.0,5000.0,10700.0,1998.0,1200.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,10280.0,9971.0,10.0,1630.0,CRETACEOUS,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT,LATERAL SHALE-OUT,745.0,169.0,0.23,43.89,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,10.5,8.0,,0.0,,,,0.0,,0.0,,50.0,,,,,29.0,256.0,125.0,,,,,84.0,,34.42,,,,,,,,,,,,,,
ABU MADI-EL QARA,ABU MADI (LEVEL II),1P ,EGYPT,AFRICA,NILE DELTA,31.4382,31.3616,GAS,2000.0,PRIMARY RECOVERY,DECLINE,,,,600.0,2000.0,,,,,ONSHORE,0.0,225.0,10300.0,4873.0,10300.0,,,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,9840.0,9840.0,2.5,472.0,NEOGENE,24:COASTAL,JIGSAW-PUZZLE,PALEO-HIGH OR INTRUSIVE MASS,LATERAL SHALE-OUT,115.0,66.0,0.6,20.12,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,22.0,200.0,,0.0,,,,0.0,,0.8999999999999999,,7.0,,,,15015.0,40.0,70.0,50.0,,,,,75.0,,,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,HIGH WATER-CUT WELL SHUT-IN/WATER PLUGGING
ABU MADI-EL QARA,ABU MADI (LEVEL III),1P ,EGYPT,AFRICA,NILE DELTA,31.4382,31.3616,GAS, ,PRIMARY RECOVERY,DECLINE,,,11.0,600.0,2000.0,32006.0,,1994.0,84200.0,ONSHORE,0.0,239.0,11000.0,5134.0,11000.0,,,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,10500.0,10500.0,2.5,538.0,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,PALEO-HIGH OR INTRUSIVE MASS,LATERAL SHALE-OUT,511.81,410.1,0.8,125.0,SANDSTONE,MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,20.0,300.0,,0.0,,,,0.0,,0.8999999999999999,,4.0,,,,15015.0,40.0,700.0,550.0,,,,,78.0,,47.14,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,HIGH WATER-CUT WELL SHUT-IN/WATER PLUGGING
AGBADA,D5.20X SAND,1P ,NIGERIA,AFRICA,NIGER DELTA,4.9326,6.9791,OIL, ,PRIMARY RECOVERY,DECLINE,17.0,17.00,,89.0,1990.0,1740.0,27.7,1974.0,4201.0,ONSHORE,-98.0,,,3122.0,7100.0,1990.0,2979.0,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,7100.0,,,,NEOGENE,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,SHALE,NONE,110.0,,,,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,,,,19.0,,,,0.0,,0.0,1000.0,,,,,,,160.0,88.0,69.4,,55.0,55.0,,11.62,,37.0,0.04,5.18,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,,HIGH WATER-CUT WELL SHUT-IN
AGBAMI,AKATA (13MY-18MY),1P ,NIGERIA,AFRICA,NIGER DELTA,3.4,6.5833,OIL, ,ENHANCED OIL RECOVERY,PEAK OR PLATEAU,21.0,,13.0,0.0,2012.0,232992.0,,2011.0,241930.0,OFFSHORE,4760.0,,,6600.0,11500.0,,,AQUIFER DRIVE,1113:DELTA-TOE ANTICLINE,3012.0,7772.0,15.0,,NEOGENE,25:DEEP MARINE,LABYRINTH/LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL SHALE-OUT/SEALING FAULT,,,,,SANDSTONE,,,,PRIMARY INTERGRANULAR,18.0,270.0,,46.0,,0.26,,0.03,,0.0,1230.0,,,3500.0,37.4,,,2100.0,1000.0,650.0,,,47.62,,16.67,,,,76.92,2008-07,CONTINUOUS WATER INJECTION/GAS INJECTION/GAS RECYCLING,2008-11,MISCIBLE,STIMULATION/WATER INJECTION OPTIMIZATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),WATER INJECTION ON A ZONAL BASIS,,GRAVEL PACK/SAND SCREEN/FRAC PACK,GAS INJECTION OPTIMIZATION/SAND CLEANING/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
AGUARAGUE,HUAMAMPAMPA,1P ,ARGENTINA,LATIN AMERICA,TARIJA,-22.6272,-63.8762,GAS-CONDENSATE,2000.0,ENHANCED OIL RECOVERY,SECONDARY DECLINE,13.0,13.00,,1364.02,,6947.0,,1985.0,23489.0,ONSHORE,-2198.16,289.0,12470.0,6890.0,12470.0,,,GAS DRIVE,1111:THRUST ANTICLINE,12368.77,10170.6,,2296.59,DEVONIAN,24:COASTAL,LAYER-CAKE,SHALE,NONE,1312.34,918.64,0.7,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,TYPE II/TYPE III,,5.22,4.1,,50.0,0.66,1.81,,0.0,,0.0,,30.0,,,,39000.0,30.0,328.73,129.2,,196.0,,,39.3,,29.37,,,,,,,,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,GAS LIFT,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER DRAINAGE ASSISTED GAS PRODUCTION
AGUAYTIA,CUSHABATAY,1P ,PERU,LATIN AMERICA,UCAYALI,-8.4286,-75.2732,GAS-CONDENSATE,2006.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,9.00,3.0,420.0,2006.0,14919.0,,2005.0,16136.0,ONSHORE,-980.0,,,3730.0,,,,AQUIFER DRIVE,1111:THRUST ANTICLINE,8150.0,7170.0,8.0,468.0,CRETACEOUS,21:FLUVIAL,LAYER-CAKE,NONE,LATERAL SHALE-OUT,699.0,524.25,0.75,,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,,17.0,500.0,,0.0,0.52,,,0.0,,7.73,,65.0,,,,,35.0,105.0,97.0,,,,,70.0,,15.56,,,,,GAS RECYCLING,,,,,,,,,
AHWAZ,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2095,48.949,OIL,2010.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,,450.00,450.0,0.0,2010.0,1000000.0,,1977.0,108200.0,ONSHORE,-80.0,190.0,8500.0,,,1973.0,4040.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,7580.0,7500.0,20.0,1770.0,NEOGENE/PALEOGENE,24:COASTAL,LAYER-CAKE,SHALE/TIGHT CARBONATE,NONE,1200.0,432.0,0.36,131.07,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SANDWACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE IV,VUGGY/PRIMARY INTERGRANULAR,19.0,385.0,,32.6,,0.58,642.0,6.5,,0.0,950.0,,1.47,4226.0,,,21.0,57300.0,24500.0,16000.0,,,44.3,,16.4,,,,56.0,1989,GAS INJECTION,,,ARTIFICIAL LIFT,,,,ESP/GAS LIFT,,
AHWAZ,ILAM (SIRRI A),1P ,IRAN,MIDDLE EAST,ZAGROS,31.2095,48.949,OIL,2010.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,,450.00,450.0,0.0,2010.0,1000000.0,,1977.0,108200.0,ONSHORE,-80.0,220.0,11200.0,5947.0,10991.0,1996.0,4620.0,GAS DRIVE,1112:FORELAND ANTICLINE,10080.0,10000.0,20.0,1800.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE,NONE,560.0,358.4,0.64,88.09,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,TYPE III,MICROPOROSITY,14.0,,,29.0,,1.28,,3.67,,0.0,782.0,,1.41,3188.0,,,24.0,11000.0,2000.0,,,,18.0,,,,,,,1993,GAS INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACID FRACTURING,,ESP/GAS LIFT,,
AHWAZ,SARVAK,1P ,IRAN,MIDDLE EAST,ZAGROS,31.2095,48.949,OIL,2010.0,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,,450.00,450.0,0.0,2010.0,1000000.0,,1977.0,108200.0,ONSHORE,-80.0,245.0,11200.0,6381.0,12304.0,1996.0,5140.0,GAS DRIVE,1112:FORELAND ANTICLINE,10680.0,10600.0,20.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE,NONE,2400.0,854.7,0.37,199.65,CARBONATES,PACKSTONE/GRAINSTONE,PELOID,TYPE III,MICROPOROSITY,9.0,,,25.8,,1.3,,7.41,,0.0,438.0,,1.27,1988.0,,,30.0,20000.0,6000.0,,,,30.0,,,,,,,1993,GAS INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACID FRACTURING,,ESP/GAS LIFT,,
AIN ZALAH,QAMCHUQA,1P ,IRAQ,MIDDLE EAST,ZAGROS,36.7333,42.4833,OIL,1980.0,SECONDARY RECOVERY,DECLINE,,,,556.0,1980.0,5753.0,,1953.0,,ONSHORE,-1500.0,185.0,5780.0,3180.0,5780.0,1961.0,3152.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,7550.0,6050.0,10.0,525.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,NONE,NONE,540.0,330.0,0.61,100.59,CARBONATES,WACKESTONE/PACKSTONE,,TYPE II,INTERCRYSTALLINE,1.3,1.0,,30.7,0.74,,,2.5,,0.03,250.0,,1.15,1078.0,-25.6,39542.0,20.0,975.0,295.0,100.0,,,30.0,,20.0,,,,10.2,1983,CONTINUOUS WATER INJECTION,,,STIMULATION,,ACIDIZATION,,,,
AIN ZALAH,SHIRANISH,1P ,IRAQ,MIDDLE EAST,ZAGROS,36.7333,42.4833,OIL,1980.0,SECONDARY RECOVERY,DECLINE,,,,556.0,1980.0,,,,,ONSHORE,-1500.0,148.0,3600.0,2422.0,3600.0,1961.0,1840.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,4930.0,3430.0,10.0,3145.0,CRETACEOUS,14:FORESLOPE-BASIN,TANK LIKE,NONE,NONE,2310.0,300.3,0.13,91.44,CARBONATES,WACKESTONE/PACKSTONE,PLANKTONIC FORAMINIFERA,TYPE I,FRACTURE,3.3,1.0,,31.5,0.75,,,2.6,,0.01,250.0,,1.18,1450.0,-25.6,11822.0,20.0,,37.0,,,,20.0,,,,,,,1983,CONTINUOUS WATER INJECTION,,,STIMULATION,,ACIDIZATION,,,,
AL HUWAISAH,SHUAIBA,1P ,OMAN,MIDDLE EAST,FAHUD SALT,21.9607,56.0452,OIL,2003.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,144.0,,56.0,14.0,2003.0,37740.0,88.6,1973.0,41806.0,ONSHORE,-299.0,176.0,,2466.0,,2003.0,1776.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,5056.0,4757.0,1.5,171.0,CRETACEOUS,13:ORGANIC BUILDUP,TANK LIKE,NONE,LATERAL FACIES CHANGE,250.0,100.0,0.4,30.48,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,,MOLDIC/VUGGY,21.0,20.0,,38.0,,1.2,16.7,1.5,,0.0,,,,870.0,,,,1566.0,391.0,121.0,,,24.97,,17.24,,21.0,0.04,2.72,2002,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ESP/GAS LIFT,,COILED TUBING TREATMENT/SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING/WATER PLUGGING
AL KHALIJ,MISHRIF,1P ,QATAR,MIDDLE EAST,THE GULF,25.9434,52.7391,OIL,2007.0,SECONDARY RECOVERY,PEAK OR PLATEAU,,34.00,34.0,820.0,2007.0,40000.0,75.0,,,OFFSHORE,197.0,127.0,3870.0,1915.0,3870.0,2003.0,1710.0,AQUIFER DRIVE,2231:ONLAP ONTO REGIONAL UNCONFORMITY,3543.0,3740.0,0.2,197.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,NONE,LATERAL FACIES CHANGE,210.0,115.0,0.55,35.05,CARBONATES,RUDSTONE,CORAL/RUDIST,TYPE IV,VUGGY,20.0,10.0,600.0,28.0,,2.4,4.16,0.0,,0.0,232.0,,,,,210000.0,,,200.0,,,,,,,,,,,1999,CONTINUOUS WATER INJECTION,,,DRILLING/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/EXTENDED REACH WELL,,,,,ACID WASH/SIDETRACKING
AL NOOR,AL SHOMOU SILICILYTE (ARA),1P ,OMAN,MIDDLE EAST,SOUTH OMAN SALT,18.633,55.5,OIL,2009.0,ENHANCED OIL RECOVERY,DECLINE,30.0,24.00,24.0,62.0,,,,,,ONSHORE,-755.0,212.0,13123.0,11600.0,,,,GAS DRIVE,1172:SALT WITHDRAWAL ANTICLINE,12895.0,12140.0,10.0,1968.0,CAMBRIAN/PROTEROZOIC,25:DEEP MARINE,LAYER-CAKE,STRATIFICATION,LATERAL DIAGENETIC CHANGE,1230.0,837.0,0.68,,SANDSTONE,,,TYPE III,INTERCRYSTALLINE,17.0,0.01,,48.0,,,,0.0,,4.5,410.0,,2.0,4351.0,,,,1321.0,94.0,,,,7.0,,,,,,3.92,,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION,MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
AL SHAHEEN,KHARAIB,1P ,QATAR,MIDDLE EAST,THE GULF,26.5833,51.9167,OIL,2011.0,DEVELOPING,DEVELOPING,168.0,,,0.0,2011.0,300000.0,,2011.0,300000.0,OFFSHORE,200.0,,,,,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,3000.0,3200.0,0.3,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATE,LATERAL FACIES CHANGE,120.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE,,INTERCRYSTALLINE,23.0,3.0,,26.0,,,,1.9,,0.0,,,,,,,,17000.0,4250.0,,,,25.0,,2.06,,,,,,GAS INJECTION,,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,
AL SHAHEEN,NAHR UMR,1P ,QATAR,MIDDLE EAST,THE GULF,26.5833,51.9167,OIL,2011.0,DEVELOPING,DEVELOPING,168.0,,,0.0,2011.0,300000.0,,2011.0,300000.0,OFFSHORE,200.0,,,,,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,2700.0,2900.0,0.1,200.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,NONE,20.0,,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,30.0,1500.0,,27.0,,,,1.9,,4.0,300.0,,,,,,,17000.0,4250.0,,,,25.0,,2.06,,,,,,CONTINUOUS WATER INJECTION,,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,
AL SHAHEEN,SHUAIBA,1P ,QATAR,MIDDLE EAST,THE GULF,26.5833,51.9167,OIL,2011.0,DEVELOPING,DEVELOPING,168.0,,,0.0,2011.0,300000.0,,2011.0,300000.0,OFFSHORE,200.0,,,,,,,GAS DRIVE,2111:LATERAL FACIES CHANGE,2700.0,2900.0,0.3,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,NONE,LATERAL FACIES CHANGE,150.0,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,CORAL,,MOLDIC/VUGGY,20.0,14.0,,30.0,,,,1.9,,0.0,,,,,,,,17000.0,4250.0,,,,25.0,,2.06,,,,,,GAS INJECTION,,,DRILLING,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,
