1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
MAXI,SHAHEJIE (BANQIAO),1P ,CHINA,ASIA-PACIFIC,BOHAI,38.7,117.53,OIL,2002,SECONDARY RECOVERY,MATURE,,22,18,63,2002,481,71.5,1984,3806,ONSHORE,-7,300,12818,8233,12818,1997,6270,GAS DRIVE,1181:ROLLOVER ANTICLINE,12425,12418,6,377,PALEOGENE,23:LACUSTRINE,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,755,528.5,0.7,25.3,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHIC ARKOSE,,SECONDARY INTRAGRANULAR,13.6,11,2.9,36,0.71,0.38,28.94,13.26,,0,2560,,2.03,5588,,21676,35,46,20,,,,43.5,,39.13,,,,,1982-12,CONTINUOUS WATER INJECTION,,,STIMULATION,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MAYDAN MAHZAM,ARAB C,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009,SECONDARY RECOVERY,MATURE,,,41,0,2009,30300,,1971,167283,OFFSHORE,115,206,7200,3630,7200,1976,2980,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6661,6776,7,914,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITE,SEALING FAULT,80,55,0.69,16.76,CARBONATES,PACKSTONE/GRAINSTONE,,,MOLDIC/VUGGY,25,600,,38,,0.43,1395.34,1.3,,0,657,,1.41,1772,,245000,,2300,1265,246,,,55,,44.3,,,,32,1967,DUMP FLOOD,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL
MAYDAN MAHZAM,ARAB D,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009,SECONDARY RECOVERY,MATURE,,,41,0,2009,30300,,1971,167283,OFFSHORE,115,206,7200,3623,7200,1976,2850,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6755,6870,7,685,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TAR MAT,SEALING FAULT,280,220,0.79,67.06,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,MOLDIC/VUGGY,20,500,,38,,0.4,1250,1.3,,1.5,541,,1.35,1583,,255000,,2300,1265,246,,,55,,44.3,,,,32,1966,DUMP FLOOD,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL
MAYDAN MAHZAM,UWAINAT,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,GAS,2009,PRIMARY RECOVERY,MATURE,,,,0,,,,,,OFFSHORE,115,223,7950,4240,7950,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,7835,7950,7,940,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE,SEALING FAULT,180,,,,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,15,200,,36,,,,0,,0,800,,,,,270000,,334,155,,,,20,73,,,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SIDETRACKING
MAYSDORF,UPPER MINNELUSA (A SAND),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,POWDER RIVER,44.0413,-105.4063,OIL,2012,SECONDARY RECOVERY,MATURE,33,29,18,64,2012,127,97.3,1985,1133,ONSHORE,-4680,220,,4920,,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,10550,5800,1,106,PERMIAN,22:DESERT,LAYER-CAKE,NONE,LATERAL FACIES CHANGE,100,25,0.25,6.4,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,13.3,155,,40,,,,0,,0,400,,,,,57000,38.8,8.65,6,0.13,,14,69.4,,67.86,,39,0.233,0.21,1982-09,CONTINUOUS WATER INJECTION,,,ARTIFICIAL LIFT,,,,ROD PUMP,,
MCALLEN RANCH,LOWER VICKSBURG,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,26.6226,-98.3153,GAS,2006,PRIMARY RECOVERY,MATURE,,172,112,80,2006,24048,,1967,25000,ONSHORE,-100,300,,10900,,,,GAS DRIVE,1181:ROLLOVER ANTICLINE,9400,9300,12,1200,PALEOGENE,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1160,540,0.33,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND/MEDIUM-GRAINED SAND,FELDSPATHIC LITHARENITE,,SECONDARY INTRAGRANULAR,16,0.6,0.05,0,0.62,,,0,,0,,17,,,,27000,45,600,300,,,,,50,,40.28,,,,,,,,STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MCARTHUR RIVER,HEMLOCK CONGLOMERATE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,COOK INLET,60.8399,-151.6153,OIL,2008,SECONDARY RECOVERY,MATURE,189,91,62,80,2008,5141,95,1975,111990,OFFSHORE,120,185,9800,4250,9800,2008,3569,GAS DRIVE,113:INVERSION ANTICLINE,8780,8900,7,900,PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE,500,350,0.7,88.39,OTHERS,CONGLOMERATE,SUBLITHARENITE,,PRIMARY INTERGRANULAR,11,125,,34,0.82,0.95,132,0.09,,0,309,,1.19,1787,,24000,37,1499,657,28,,3.6,44,,41.96,,49,0.018,7.22,1969,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,,ESP/HYDRAULIC JET PUMP/GAS LIFT,,RE-COMPLETION/RE-PERFORATION/SIDETRACKING
MCARTHUR RIVER,TYONEK (GRAYLING GAS SANDS),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,COOK INLET,60.8399,-151.6153,GAS,2008,PRIMARY RECOVERY,MATURE,22,22,16,213,2008,10002,,1998,32000,OFFSHORE,120,120,,3902,,2004,525,GAS DRIVE,113:INVERSION ANTICLINE,1080,1200,,,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE/COAL,LATERAL FACIES CHANGE,515,,,114.3,SANDSTONE,CONGLOMERATIC SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,22,900,,0,0.56,,,0,99,0,,,,,,,36,225,197,,105,,,89,,81.11,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SIDETRACKING
MCCULLY,HIRAM BROOK,2P ,CANADA,NORTH AMERICA,MARITIMES,45.763,-65.51,GAS,2012,PRIMARY RECOVERY,DECLINE,39,38,29,0,,,,2009,,ONSHORE,-73.49,104,7381.89,2900,5905.51,,,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,5979,5905.51,,2854.33,,23:LACUSTRINE,LAYER-CAKE,SHALE,,,,,,SANDSTONE,MEDIUM-GRAINED SAND,,,,6,0.9,0.05,0,,,,0,,0,,,,,,,20,83.35,20.17,,73.25,,,24.2,,9.6,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (MULTI-STAGE)/ACID FRACTURING,,,,STEP-OUT DEVELOPMENT DRILLING
MCELROY,GRAYBURG,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,31.4289,-102.31,OIL,2011,SECONDARY RECOVERY,SECONDARY DECLINE,,,,5,2011,11694,97,1977,37601,ONSHORE,-2850,86,,1300,,1992,1100,GAS DRIVE,2111:LATERAL FACIES CHANGE,2950,100,5,1600,PERMIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,FUSULINID/MOLLUSCS/OOLITE/PELOID,,INTERCRYSTALLINE,10,5,,32,,2.1,2.4,2,,6.5,300,,1.15,790,,70000,26,,,69,,6,22.5,,20.17,,,,,1964-01,CONTINUOUS WATER INJECTION/GAS RECYCLING,1992-01,THERMAL/MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,PROFILE MODIFICATION/STEP-OUT DEVELOPMENT DRILLING
MEANS,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.5066,-102.5313,OIL,2011,ENHANCED OIL RECOVERY,SECONDARY DECLINE,1000,720,465,10,2011,5821,95.6,1972,20749,ONSHORE,-3150,100,1250,1850,1250,1986,2250,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4250,1100,1.5,600,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATE,LATERAL DIAGENETIC CHANGE,230,150,0.65,45.72,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,10,20,350,29,0.74,6,3.3,1.8,,0,230,,1.04,310,,24000,29,449,304,,,,67.7,,63.88,,,,0.42,1963,CONTINUOUS WATER INJECTION,1983,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP/HYDRAULIC JET PUMP,,RE-COMPLETION
MEDICINE HAT,MEDICINE HAT (A POOL),1P ,CANADA,NORTH AMERICA,WILLISTON,50.0375,-110.6857,GAS,2004,PRIMARY RECOVERY,DECLINE,,,,160,2004,4668,,1970,23500,ONSHORE,-2300,62,-857,625,-857,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,740,-1600,0.2,825,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,NONE,30,13,0.43,3.96,SANDSTONE,SILT,FELDSPATHIC LITHARENITE,,PRIMARY INTERGRANULAR,20,1.5,,0,0.58,,,0,,3.8,,,,,,,43,547.6,383.4,,,,,70,,36.69,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,STEP-OUT DEVELOPMENT DRILLING
MEDICINE POLE HILLS,RED RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,46.0882,-103.6623,OIL,2012,ENHANCED OIL RECOVERY,SECONDARY REJUVENATING,72,72,47,195,2012,5180,79.3,2012,5180,ONSHORE,-3150,230,6150,4120,6150,1982,2165,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,9399,,1,,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULT/TIGHT CARBONATE,LATERAL FACIES CHANGE,200,,,,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/BRYOZOAN/CRINOID/TRILOBITE,,INTERCRYSTALLINE,15.5,6.9,,37.5,0.8,0.48,14.4,0.51,,0,525,,1.4,2231,9,56000,42,,,5.29,,15,46.2,,35.91,,31,0.102,0.33,,,1987-10,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/ACID FRACTURING,,ROD PUMP,,
MEDICINE RIVER,J2 SANDSTONE (JURASSIC D POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.8,-114.1,OIL,2006,SECONDARY RECOVERY,DECLINE,,,,40,2006,1274,45,1999,3258,ONSHORE,-3060,154,3962,2355,3962,,,GAS DRIVE,2242:VALLEY-FILL,6880,3820,0.25,225,JURASSIC,24:COASTAL,JIGSAW-PUZZLE,NONE,LATERAL FACIES CHANGE,112,,,19.2,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,15,64.2,,27,0.79,,,0,,0,83,,1.29,2353,,47000,24,78,32,,,17,39.7,48.3,32.35,30,,,,1967,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
MEDICINE RIVER,PEKISKO (PEKISKO I POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.8,-114.1,OIL,2006,SECONDARY RECOVERY,DECLINE,,85,,80,2006,633,82,1997,1273,ONSHORE,-3060,160,4127,2330,4127,,,GAS DRIVE,2222:TRUNCATION-EDGE,6900,3840,0.25,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATE,LATERAL DIAGENETIC CHANGE,165,,,10.67,CARBONATES,GRAINSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,13,44,,25,0.78,,,0,,0,438,,1.25,,,,22,46,16,,,10,30,60,27.5,45,,,,,CONTINUOUS WATER INJECTION,,,DRILLING,INFILL WELL/HORIZONTAL WELL,,,,,
MEILLON,MEILLON-MANO,1P ,FRANCE,EUROPE,AQUITAINE,43.2746,-0.3078,GAS,2008,PRIMARY RECOVERY,DECLINE,,43,,100,2008,3334,,1972,48000,ONSHORE,-669,300,13500,6960,13500,1990,800,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,14153,13484,17,2789,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATE,NON-FRACTURED ZONE,1300,,,,CARBONATES,,ALGAE/CORAL/FORAMINIFERA/MOLLUSCS,TYPE II,INTERCRYSTALLINE/VUGGY,3,0.2,3,0,0.75,,,0,78,17.3,,,,,,150000,20,500,,,,,,70,,66.67,,,,,,,,OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,DEWATERING/SIDETRACKING
MELEIHA,BAHARIYA,1P ,EGYPT,AFRICA,MATRUH-SHUSHAN,30.7761,27.1121,OIL,2002,SECONDARY RECOVERY,DECLINE,50,,23,46,2002,5372,26,1992,9670,ONSHORE,-250,180,5000,2274,5000,2003,1125,GAS DRIVE,1212:HORST BLOCK,5225,4975,3,71,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,900,25,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,21,45,,41.5,,0.54,83,16.59,,0,119,,1.15,445,65,150000,45.5,,,12.1,,11,34.6,,27.05,,49,0.01,2.42,1989-02,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL,ACIDIZATION,WATER INJECTION ON A ZONAL BASIS,ROD PUMP/ESP,,
MENE GRANDE,ISNOTU,1P ,VENEZUELA,LATIN AMERICA,MARACAIBO,9.8228,-70.9198,OIL,2002,ENHANCED OIL RECOVERY,MATURE,,638,208,13,2006,17000,,1930,57630,ONSHORE,-254,130,2500,1050,2500,2002,451,GAS DRIVE,124:STRIKE-SLIP FAULT,1100,850,4,4100,NEOGENE,21:FLUVIAL,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1400,315,0.22,30.48,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,30,280,,18,,40,25,2.3,,0,180,,,935,32,6200,20,2630,800,123,,30,30,,25.71,,51,0,0.85,,,1957,THERMAL,DRILLING/ARTIFICIAL LIFT/SAND CONTROL,INFILL WELL,,,ROD PUMP/PCP/GAS LIFT,SLOTTED LINER,
MENE GRANDE,MISOA-PAUJI,1P ,VENEZUELA,LATIN AMERICA,MARACAIBO,9.8228,-70.9198,OIL,2002,PRIMARY RECOVERY,MATURE,,,,13,2002,,,,,ONSHORE,-254,,,,,,,AQUIFER DRIVE,124:STRIKE-SLIP FAULT,,,10,,PALEOGENE,24:COASTAL,LABYRINTH,BLOCK-BOUNDING FAULT/SHALE,NONE,,,0.36,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,TYPE II,PRIMARY INTERGRANULAR,12,1,,26,,,,1.9,,0,1200,,,,,,,,58,4.5,,,,,,,,,,,,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL,INFILL WELL,,,ROD PUMP/PCP/GAS LIFT,SLOTTED LINER,
MENGKAPAN,LOWER SIHAPAS,1P ,INDONESIA,ASIA-PACIFIC,SUMATRA CENTRAL,0.975,102.3244,OIL,2005,PRIMARY RECOVERY,MATURE,,10,1,40,2005,,,1987,37000,ONSHORE,0,260,,,,1989,1520,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,3625,3625,15,404,NEOGENE,24:COASTAL,LAYER-CAKE,SHALE/COAL,NONE,650,422.5,0.65,53.34,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,,,PRIMARY INTERGRANULAR,21,,,42,1.06,1.05,,18.15,,0,100,,,300,92,14000,,97,39,,,,40,,24.74,,,,,,,,,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,ESP,,WATER PLUGGING
MENSA,I-H SANDS,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,28.25,-88.63,GAS-CONDENSATE,2006,PRIMARY RECOVERY,MATURE,8,6,2,1000,2011,4500,,2003,43730,OFFSHORE,5300,176,,10100,,2012,7100,GAS DRIVE,1181:ROLLOVER ANTICLINE,10000,15300,5,550,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,190,171,0.9,42.67,SANDSTONE,VERY FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,30,1000,,0,0.56,,,0,99,0.1,,1.6,,,,120000,,267,,,,,,,,53.25,,,,,,,,SAND CONTROL,,,,,GRAVEL PACK,
MEREENIE,PACOOTA SANDSTONE,1P ,AUSTRALIA,ASIA-PACIFIC,AMADEUS,-24,131.5,OIL,2005,SECONDARY RECOVERY,SECONDARY PEAK OR PLATEAU,,46,,16,2005,7873,,2004,9200,ONSHORE,-2500,146,2270,1805,2270,1992,1730,GAS DRIVE,1111:THRUST ANTICLINE,3500,1000,10,,ORDOVICIAN/CAMBRIAN,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/SEALING FAULT,1050,483,0.46,30.48,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,8,10,,49,0.76,0.36,27.77,0.75,,15,850,10,1.5,1805,-40,89000,25,498,,,,,5.5,,4.2,22.44,,,,1987,GAS INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,GAS LIFT,,
MEREN,AGBADA,1P ,NIGERIA,AFRICA,NIGER DELTA,5.7876,4.8871,OIL,2012,SECONDARY RECOVERY,SECONDARY DECLINE,102,73,54,100,2012,28728,58.6,1973,130172,OFFSHORE,52,183,,2330,,,,GAS DRIVE,1181:ROLLOVER ANTICLINE,4856,4908,5,460,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT,LATERAL FACIES CHANGE,,,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,27,1200,,32,0.69,0.57,2105,0.13,,0,650,,1.21,2300,,20000,20,2100,1464,235,1.3,27,59.4,,48.19,,57,0.085,17.08,1984,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,SCALE INHIBITOR TREATMENT,,GAS LIFT,,HIGH GOR WELL SHUT-IN/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION
MEREN,AGBADA (E-01/M-05 SANDS),1P ,NIGERIA,AFRICA,NIGER DELTA,5.7876,4.8871,OIL,2001,SECONDARY RECOVERY,SECONDARY DECLINE,,,10,100,2001,6235,89.9,1970,16017,OFFSHORE,52,183,,2330,,,,GAS DRIVE,1181:ROLLOVER ANTICLINE,4948,5000,5,460,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE,,,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,29,1000,,27,0.69,0.57,1754,0.13,,0,650,,1.21,2300,,20000,10,268,92.63,13.63,,21,35,,29.48,,39,-0.003,9.3,1991,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,SCALE INHIBITOR TREATMENT,,GAS LIFT,,HIGH GOR WELL SHUT-IN/HIGH WATER-CUT WELL SHUT-IN/RE-COMPLETION
MESCALERO ESCARPE,BONE SPRING,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7599,-103.613,OIL,2011,PRIMARY RECOVERY,MATURE,,,51,40,2011,,60.8,1988,3383,ONSHORE,-4100,,,,,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5435,1335,3,90,PERMIAN,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,240,,,9.14,CARBONATES,PACKSTONE/BRECCIA,BRECCIA/INTRACLAST/PELOID,,INTERCRYSTALLINE/VUGGY/BRECCIA,5.8,15,,39,,0.88,17,0,,0,,,1.45,,,,35,,11.2,0.21,,,,,,,,,0.22,,,,,STIMULATION,,ACIDIZATION,,,,
MESSLAH,SARIR,1P ,LIBYA,AFRICA,SIRT,27.922,22.4056,OIL,2001,PRIMARY RECOVERY,SECONDARY PEAK OR PLATEAU,,104,63,494,1993,105000,,1986,135598,ONSHORE,-400,238,8530,3970,8530,1992,2965,AQUIFER DRIVE,2211:REGIONAL SUBCROP,8650,8250,1,425,CRETACEOUS,21:FLUVIAL,LAYER-CAKE,STRUCTURAL SADDLE/SHALE,LATERAL SHALE-OUT,400,,,25.91,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,17,252,,36.7,,0.79,318.98,8.99,,0,464,,1.43,1307,48,185000,27.7,3000,1500,,,50,50,,22,,,,14,,,,,ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,,,ESP,GRAVEL PACK/SAND SCREEN/FRAC PACK,HIGH WATER-CUT WELL SHUT-IN/H2S CONTROL
MESSOYAKH,DOLGAN (POKUR),1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,69.185,82.4861,GAS,2003,PRIMARY RECOVERY,MATURE,,70,7,140,2003,4834,,1973,34670,ONSHORE,-394,46,2362,1150,2461,2003,880,GAS DRIVE,254:GAS HYDRATE,2756,2362,1,276,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,249,66,0.3,20.12,SANDSTONE,FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,25,125,,0,0.56,,,0,98.6,1.2,,,,,,15000,40,508,104,,187,,,20.5,,14.34,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,HYDRATE INHIBITOR TREATMENT
