Month,Coarse wool Price,Copra Price,Cotton Price,Fine wool Price,Hard log Price,Hard sawnwood Price,Hide Price,Plywood Price,Rubber Price,Softlog Price,Soft sawnwood Price,Wood pulp Price
2013-12-01,1096.79,846.0,1.93,1198.15,287.35,892.83,105.25,527.06,2.56,172.46,324.88,870.0
2014-01-01,1085.87,848.0,2.01,1147.24,286.6,897.78,104.7,525.68,2.34,165.98,299.98,865.22
2014-02-01,1082.29,915.0,2.07,1117.21,291.84,902.19,107.0,535.29,2.17,189.97,295.57,870.25
2014-03-01,1070.84,926.0,2.14,1077.57,290.92,905.74,111.0,533.62,2.29,179.2,322.87,875.0
2014-04-01,1098.16,905.0,2.08,1088.02,290.33,912.49,112.25,532.53,2.15,165.52,308.41,875.0
2014-05-01,1057.29,930.0,2.04,1096.85,292.5,918.05,109.0,536.5,2.02,177.88,317.95,912.5
2014-06-01,1050.37,934.0,2.0,1073.17,291.72,921.32,108.13,535.08,2.04,165.6,311.35,875.0
2014-07-01,1057.66,861.0,1.85,1078.15,292.7,930.59,108.0,536.87,2.0,178.29,316.32,875.0
2014-08-01,1029.25,770.0,1.63,1069.75,289.17,910.31,109.9,530.41,1.86,157.7,312.51,875.0
2014-09-01,996.74,785.0,1.62,1056.5,277.55,889.0,114.63,509.09,1.67,166.24,296.18,875.0
2014-10-01,974.34,769.0,1.55,1044.01,275.65,875.76,114.4,505.6,1.63,193.35,297.67,875.0
2014-11-01,971.71,795.0,1.49,1041.97,256.13,859.9,114.5,469.8,1.64,167.32,302.74,875.0
2014-12-01,940.88,813.0,1.51,1002.13,249.39,852.16,109.11,457.45,1.61,183.97,305.75,875.0
2015-01-01,907.32,764.0,1.48,967.03,251.48,826.71,106.78,461.27,1.66,169.3,315.34,875.0
2015-02-01,891.63,794.0,1.54,946.91,250.89,835.21,106.06,460.18,1.82,179.52,306.09,875.0
2015-03-01,874.58,721.0,1.53,929.45,247.32,816.57,104.5,453.64,1.74,160.54,299.02,875.0
2015-04-01,882.41,714.0,1.58,986.76,249.06,814.23,100.33,456.83,1.7,168.96,305.23,875.0
2015-05-01,990.58,748.0,1.61,1114.58,246.5,842.46,96.0,452.14,1.84,159.31,293.22,875.0
2015-06-01,1032.18,748.0,1.6,1137.8,240.59,847.75,94.0,441.29,1.82,149.14,295.63,875.0
2015-07-01,952.43,735.0,1.6,1009.65,241.27,848.07,82.5,442.54,1.64,153.68,307.46,875.0
2015-08-01,962.41,689.0,1.58,1022.68,241.7,849.98,71.0,443.33,1.45,152.75,311.65,875.0
2015-09-01,901.25,699.0,1.52,966.74,247.78,836.74,74.8,454.48,1.35,172.89,312.01,875.0
2015-10-01,882.43,736.0,1.52,956.06,248.08,835.81,74.75,455.04,1.33,159.37,328.96,875.0
2015-11-01,916.84,716.0,1.53,1003.06,242.9,828.62,70.08,445.54,1.24,151.07,319.42,875.0
2015-12-01,939.4,759.0,1.55,1028.32,244.62,816.85,71.68,448.69,1.27,167.38,310.55,875.0
2016-01-01,929.73,763.0,1.52,1014.23,251.76,785.62,73.0,461.78,1.23,175.78,314.49,875.0
2016-02-01,960.85,813.0,1.47,1017.06,259.34,780.11,72.24,475.7,1.27,156.07,183.61,875.0
2016-03-01,986.75,990.0,1.44,1039.01,263.62,775.04,73.08,483.53,1.46,173.33,303.4,875.0
2016-04-01,1023.0,1045.0,1.53,1087.92,271.7,780.0,73.19,498.36,1.71,141.46,305.66,875.0
2016-05-01,988.79,962.5,1.55,1096.27,273.27,792.05,72.44,501.24,1.63,140.49,310.5,875.0
2016-06-01,1015.26,1048.0,1.63,1094.21,282.26,774.72,74.8,517.73,1.49,148.53,311.35,875.0
2016-07-01,1089.07,1008.0,1.79,1132.6,285.98,717.06,75.6,524.55,1.59,146.45,310.82,875.0
2016-08-01,1095.75,1018.0,1.77,1141.04,294.03,714.82,73.48,539.31,1.55,153.68,296.57,875.0
2016-09-01,1061.8,1025.0,1.72,1147.4,292.15,716.62,73.54,535.87,1.57,155.02,315.35,875.0
2016-10-01,1023.64,963.75,1.73,1188.1,286.86,672.91,74.64,526.16,1.66,174.41,299.46,875.0
2016-11-01,1019.21,1021.0,1.74,1189.28,275.14,677.33,77.25,504.67,1.87,160.49,304.42,875.0
2016-12-01,1002.56,1127.0,1.75,1196.96,256.42,680.27,75.69,470.33,2.23,156.07,310.13,875.0
2017-01-01,1027.72,1225.0,1.82,1289.97,258.6,671.82,75.05,474.33,2.56,170.16,311.52,875.0
2017-02-01,1029.58,1146.25,1.88,1368.14,263.45,680.49,76.58,483.23,2.71,157.58,287.43,875.0
2017-03-01,1059.6,1016.0,1.91,1454.83,263.48,672.48,77.93,483.27,2.35,160.05,300.42,875.0
2017-04-01,991.12,1044.0,1.92,1404.98,270.34,688.44,75.43,495.87,2.21,159.84,306.6,875.0
2017-05-01,1019.95,1112.5,1.95,1433.47,265.28,704.52,69.36,486.59,2.1,159.84,306.6,875.0
2017-06-01,1065.81,1119.0,1.87,1403.83,268.39,697.44,67.59,492.29,1.72,159.84,306.6,875.0
