Month,Coarse wool Price,Copra Price,Cotton Price,Fine wool Price,Hard log Price,Hard sawnwood Price,Hide Price,Plywood Price,Rubber Price,Softlog Price,Soft sawnwood Price,Wood pulp Price
1990-04-01,,,,,,,,,,,,
1990-05-01,-0.07272878052825804,-0.008474576271186418,0.032786885245901454,-0.013484131649916575,0.07233250620347409,-0.1055263588587223,-0.005400000000000071,0.12088615699833527,0.011904761904761862,0.030001657550140948,-0.026330224904004385,0.015941347417670615
1990-06-01,-0.014018691588784993,-0.07692307692307687,0.05291005291005302,-0.15034336631415657,0.05096609973388855,0.007135886801658886,-0.015684697365775047,0.06803381697703648,0.0,0.04159961377534582,-0.06103286384976525,-0.013246133577049513
1990-07-01,-0.05113494637066607,-0.05092592592592593,0.010050251256281229,-0.0026830245814035703,0.03462321792260714,-0.019237368537919575,-0.011746680286006228,0.012140985184789121,0.0117647058823529,-0.04032444959443793,0.05025000000000013,-0.03911709869489377
1990-08-01,0.0,-0.034146341463414664,-0.1094527363184078,0.06183092774298693,-0.009736114066822843,0.003416622072201836,-0.050232558139534866,-0.036673007820756665,0.023255813953488413,0.04403123239153173,-0.008331349678647904,0.024923951278745138
1990-09-01,-0.01496032884045495,-0.010101010101010055,0.0,-0.015191017850760158,-0.004298071240530721,0.00047177551690191777,-0.04603330068560241,0.05573230938014251,0.022727272727272707,0.0006168080185042779,-0.04181469035045615,-0.008696289420328851
1990-10-01,-0.04255422388276975,0.010204081632652962,0.0,-0.03727702637787289,0.023903307613446056,0.03585853408508455,-0.03502167465206474,0.06336381585784046,0.0,-0.06526429341963325,0.03702590310135778,-0.005125551366402914
1990-11-01,-0.15239205351712948,0.19191919191919182,0.016759776536312776,-0.014680933636414095,-0.05659780775716683,0.012053677460216905,-0.02045159002246133,-0.08201607583494175,0.0,0.0757563267661363,-0.0016426707894482417,-0.04221880960047564
1990-12-01,-0.018714499252615813,0.004237288135593209,0.016483516483516425,-0.020323876616288428,-0.044073287900793234,-0.023722449298887227,0.024016413227130107,-0.03348059828604877,-0.022222222222222254,-0.08544061302681993,-0.040747193186217556,-0.04148079185900677
1991-01-01,-0.02671825493541302,-0.016877637130801704,0.0,0.019367066796852628,-0.011336410915678163,-0.004306891025640969,-0.037831467295226795,-0.002478246502918946,-0.011363636363636354,0.056891495601173014,-0.05690646756129558,-0.026224554492843444
1991-02-01,0.011769493223150906,-0.030042918454935674,0.010810810810810922,-0.3283600590482415,0.045747384597198515,-0.009033296449049377,-0.07030867221950021,0.026058631921824116,-0.02298850574712641,0.00499445061043291,0.18043222424307248,-0.02083535360531974
1991-03-01,0.015499798904804685,0.04424778761061954,-0.005347593582887722,-0.01615717593369348,-0.08116204148533324,-0.0029235017053760304,0.009222661396574239,-0.019558783965563542,-0.02352941176470591,-0.030764376429754603,-0.04191779580368882,-0.0728059874648066
1991-04-01,0.1144893980014623,-0.05084745762711862,-0.016129032258064502,0.01642251743720058,0.0800885772282709,0.008796220882880013,0.12859007832898195,0.01072908377466164,-0.012048192771084376,0.027590135916008895,-0.009838236685270951,-0.05925078202487222
1991-05-01,0.016565524028210543,0.008928571428571397,-0.005464480874316946,0.20969094996812188,-0.008827381969360504,0.02888341676085915,0.026257952573742083,-0.00678720747135797,0.0,-0.02185965468081741,0.009410528327123302,-0.008093816907805085
1991-06-01,-0.08411315478111214,0.08407079646017701,-0.02197802197802201,0.07837725381414695,0.15002298322224794,-0.057773418342324634,-0.022768259693417447,-0.012519134047671021,0.024390243902439046,-0.016518218623481795,0.08234347640906736,-0.03770869785619668
1991-07-01,-0.009160305343511421,0.23673469387755097,-0.0449438202247191,-0.06949106763900137,0.038321259055708046,0.0,-0.0321799307958478,0.012899296905276136,-0.023809523809523836,0.03960151490202546,-0.046084561234751464,-0.01196322667255778
1991-08-01,-0.0007704160246533309,-0.01320132013201325,-0.04705882352941171,-0.059213799966827074,0.013232605139062548,0.15236310639183848,-0.07615302109402933,-0.006340183646698749,0.0,-0.006256434624217877,-0.026355594261355808,-0.01547907744698418
1991-09-01,-0.06897574283850316,-0.010033444816053505,-0.04320987654320996,-0.09871591443347427,0.0005223916037422338,0.05295584302955825,-0.04476264189886481,0.03201320132013197,-0.012195121951219412,0.028530443098501834,0.07744091893418714,-0.01856995615184387
1991-10-01,-0.017741113517645513,0.19256756756756754,-0.032258064516129115,-0.09009699241992031,0.017846971710651083,-0.016712709552325844,0.0176907494935854,0.02952776889457409,0.024691358024691246,-0.04501782116844877,-0.04605234412548609,-0.11016375934496248
1991-11-01,-0.0026589707837478826,0.09065155807365444,-0.06666666666666676,0.14925292916263588,-0.08832307405334827,0.001465840677078889,-0.001326963906581713,0.008024435700973331,-0.02409638554216853,0.03951318458417852,-0.011633765400998586,0.03600648116660987
1991-12-01,-0.03956822837077745,0.06753246753246755,-0.02857142857142847,0.016679917068076033,0.024705882352941133,-0.011326212340343922,-0.05275046505447778,0.012248985670997747,-0.024691358024691357,0.005697783328129757,0.07562908383150302,0.018632580950358024
1992-01-01,0.005551794177386826,0.18734793187347942,-0.03676470588235292,-0.05032275870528535,0.012579244246992305,0.01829429492941359,-0.008276055547762673,0.024150790228062657,0.012658227848101333,-0.0183158711680248,-0.07492137348670891,-0.019429069679278155
1992-02-01,0.15098976568812272,-0.0348360655737705,-0.05343511450381688,0.05886626733616418,0.05516391422233169,0.03707357599044614,-0.04045261669024047,-0.01909786728096896,0.012499999999999956,0.018025140327298628,0.04857488822652756,0.02400881483056594
1992-03-01,-0.002076691333469771,-0.08917197452229297,-0.016129032258064502,0.018449903176127824,-0.05643804896281057,0.005090205110232171,0.02844929245283012,-0.03898989898989902,0.024691358024691246,-0.0015531567911781785,0.02704863424383741,-0.02720253714156262
1992-04-01,0.032065185532563545,-0.009324009324009341,0.049180327868852514,-0.0003443474615602016,-0.011338878985937884,0.023479011689691687,0.08857675218575323,-0.04950599117090593,0.03614457831325302,0.10453449482772026,0.11606988410309627,0.06875339594814855
1992-05-01,0.043280699761444996,-0.028235294117647025,0.046875,-0.006934251909540223,0.00540892472579757,0.019955222427723074,0.053324555628702974,-0.06413800729846297,0.011627906976744207,0.006830504894021594,-0.09655920644761307,0.001852019972764296
