iter	RMSE
0	0.1288671249
1	0.128111923
2	0.1274099254
3	0.1267063739
4	0.1260808033
5	0.1251962047
6	0.1243045071
7	0.1235980284
8	0.1228718364
9	0.1222656272
10	0.1213707147
11	0.120601358
12	0.1199861113	13	0.1193693514	0.1217478508
15	15	0.1181888716	0.120827547
17	0.1203475337
18	018	0.116529019	019	0.115844720	020	0.11536821	021	0.11490422	0.22	0.11431523	0.23	0.1137024	0.124	0.1132425	0.125	0.1127526	0.126	0.1123340137
27	0.1118675228
28	0.1113986847
29	0.110967892
30	0.1104138793
31	0.1099962943
32	0.1096088083
33	0.1091912967
34	0.1088294145
35	0.1083976687
36	0.1079938902
37	0.1073926409
38	0.1069250465
39	0.1064393945
40	0.1061544751
41	0.1057234218
42	0.1051825559
43	0.10444	0.10744	0.1043584337
45	0.103832248
46	0.1034747604
47	0.1030543933
48	0.10249	0.10549	0.10250	0.10550	0.10251	0.1051	0.101552	0.1052	0.101253	0.1053	0.100854	0.1054	0.100455	0.155	0.09979016482
56	0.09951185531
57	0.0958	0.1023858	0.059	0.10208659	0.09853422358
60	0.09817975463
61	0.09794399312
62	0.09764450169
63	0.09730158449
64	0.09698347545
65	0.0966077858
66	0.09625100319
67	0.09602645923
68	0.09576314306
69	0.09536208012
70	0.09492958938
71	0.09454538445
72	0.09436737933
73	0.09404718522
74	0.09373507299
75	0.09347244817
76	0.09302034772
77	0.09267692187
78	0.09229667945
79	0.0919973582
80	0.09168527657
81	0.09143853095
82	0.09110325876
83	0.09088753701
84	0.09065265967
85	0.0902303976
86	0.09001375683
87	0.08970026308
88	0.08937822849
89	0.08916454469
90	0.08898140714
91	0.08879581361
92	0.0884633187
93	0.08816381039
94	0.08794634984
95	0.0875022124
96	0.08719504617
97	0.08702293282
98	0.08700543307
99	0.08679348519
100	0.08657610347
101	0.08630677284
102	0.08608974456
103	0.08590887768
105	0.08923739475
106	0.088982466531107	0.08877863332107	0.08517948724
108	0.08488472875
109	0.08458367349
110	0.08433807595
111	0.084190563
112	0.08396015684
113114	0.087212113114	0.08341651399
115	0.08309102974
116	0.0829384725
117	0.08275208558
118	0.08240967557
119	0.08227932824
120	0.08212075307
121	0.08186283681
122	0.08163223693
123	0.08149974176
124	0.08121958762
125	0.08108473495
126	0.08082744227
127	0.08061932296
128	0.08043527669
129	0.08016094326
130	0.07994258133
131	0.07972477324
132	0.07935698208
133	0.0791743412
134	0.07881343763
135	0.07854514555
136	0.07840977577
137	0.07823229829
138	0.078067404
139	0.07783451664
140	0.07766202574
141	0.07753675066
142	0.07739884595
143	0.07714921666
144	0.07692209737
145	0.07671944967
146	0.07649996941
147	0.07636072278
